No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,reuse_cpu_rate,reuse_cache_rate
0,1755097848.8202207,0,1,0.0258,0.0078,0.0275,0.0,0.0,7.31,None,None,303.272,True,None,sfc_cache_p1_1,0,None,0,0,0,0,0,0,0,False,100.0,0.0,0.0
0,1755097848.8205738,0.0,1,0.0258,0.0078,0.0275,0.0,0.0,10.74,None,None,313.609,True,None,sfc_unique_p1_1,0,None,0,0,0,0,0,0,0,False,100.0,0.0,0.0
0,1755097849.4498432,0.6,2,0.0517,0.0157,0.055,0.0,0.0,7.9,None,None,336.511,True,None,sfc_cache_p2_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755097849.4500968,0.6,2,0.0517,0.0157,0.055,0.0,0.0,10.8,None,None,287.169,True,None,sfc_unique_p2_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755097850.286491,1.5,3,0.0739,0.0238,0.0825,0.0,0.0,7.99,None,None,505.593,True,None,sfc_cache_p3_1,0,None,4.33,0,4,0,0,0,0,False,100.0,4.655913978494624,0.0
0,1755097850.2867286,1.5,3,0.0739,0.0238,0.0825,0.0,0.0,10.77,None,None,320.923,True,None,sfc_unique_p3_1,0,None,4.33,0,4,0,0,0,0,False,100.0,4.655913978494624,0.0
0,1755097851.0217671,2.2,4,0.0997,0.0363,0.11,0.0,0.0,7.51,None,None,402.924,True,None,sfc_cache_p4_1,0,None,4.33,0,5,0,0,0,0,False,100.0,3.491935483870968,0.0
0,1755097851.0220027,2.2,4,0.0997,0.0363,0.11,0.0,0.0,11.78,None,None,324.432,True,None,sfc_unique_p4_1,0,None,4.33,0,5,0,0,0,0,False,100.0,3.491935483870968,0.0
0,1755097870.7907913,22.0,6,0.1256,0.0425,0.1375,0.0,0.0,7.56,None,None,308.481,True,None,sfc_cache_p1_2,0,None,4.33,0,6,0,0,0,0,False,100.0,2.793548387096774,0.0
0,1755097870.7910273,22.0,6,0.1256,0.0425,0.1375,0.0,0.0,9.51,None,None,297.939,True,None,sfc_unique_p1_2,0,None,4.33,0,6,0,0,0,0,False,100.0,2.793548387096774,0.0
0,1755097871.461868,22.6,7,0.1444,0.0502,0.1375,0.0,0.0,7.42,None,None,350.955,True,None,sfc_cache_p2_2,0,None,12.66,33.0,9,0,0,0,0,False,100.0,6.806451612903226,16.666666666666664
0,1755097871.4621072,22.6,7,0.1444,0.0502,0.1375,0.0,0.0,12.01,None,None,307.872,True,None,sfc_unique_p2_2,0,None,12.66,33.0,9,0,0,0,0,False,100.0,6.806451612903226,16.666666666666664
0,1755097872.1730459,23.4,8,0.1703,0.0603,0.165,0.0,0.0,6.78,None,None,381.392,True,None,sfc_cache_p3_2,0,None,12.66,33.0,9,0,0,0,0,False,100.0,5.8341013824884795,14.285714285714285
