No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1758824623.4993842,0,1,0.0234,0.0158,0.0249,0.0,0.0,5.85,None,None,92.328,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2069.4051888252593
0,1758824623.4998007,0.0,1,0.0234,0.0158,0.0249,0.0,0.0,7.09,None,None,98.855,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2069.4051888252593
0,1758824623.685441,0.2,2,0.0469,0.0324,0.0499,0.0,0.0,11.09,None,None,79.981,True,None,sfc_cache_p2_1,0,None,0,0,1,4,0,0,0,False,100.0,15.5,16.5,2101.3605158147284
0,1758824623.6857727,0.2,2,0.0469,0.0324,0.0499,0.0,0.0,8.96,None,None,94.87,True,None,sfc_unique_p2_1,0,None,0,0,1,4,0,0,0,False,100.0,15.5,16.5,2101.3605158147284
0,1758824623.8672793,0.4,3,0.0703,0.0542,0.0748,0.0,0.0,10.87,None,None,75.336,True,None,sfc_cache_p3_1,0,None,0,0,1,6,0,0,0,False,100.0,15.5,16.5,2135.638457761419
0,1758824623.8676002,0.4,3,0.0703,0.0542,0.0748,0.0,0.0,11.27,None,None,98.482,True,None,sfc_unique_p3_1,0,None,0,0,1,6,0,0,0,False,100.0,15.5,16.5,2135.638457761419
0,1758824624.060722,0.6,4,0.0907,0.0687,0.0748,0.0,0.0,9.31,None,None,87.528,True,None,sfc_cache_p4_1,0,None,4,33.0,2,8,0,0,0,False,100.0,15.0,12.375,2156.637947944634
0,1758824624.061045,0.6,4,0.0907,0.0687,0.0748,0.0,0.0,8.95,None,None,95.607,True,None,sfc_unique_p4_1,0,None,4,33.0,2,8,0,0,0,False,100.0,15.0,12.375,2156.637947944634
0,1758824640.4925227,17.0,6,0.1142,0.0862,0.0998,0.0,0.0,6.58,None,None,89.896,True,None,sfc_cache_p1_2,0,None,4,33.0,2,10,0,0,0,False,100.0,15.1,13.2,2200.031998213207
0,1758824640.492862,17.0,6,0.1142,0.0862,0.0998,0.0,0.0,16.16,None,None,101.392,True,None,sfc_unique_p1_2,0,None,4,33.0,2,10,0,0,0,False,100.0,15.1,13.2,2200.031998213207
0,1758824640.695726,17.2,7,0.1376,0.1096,0.1247,0.0,0.0,8.31,None,None,94.166,True,None,sfc_cache_p2_2,0,None,4,33.0,2,12,0,0,0,False,100.0,15.166666666666666,13.75,2238.648664815524
0,1758824640.6960616,17.2,7,0.1376,0.1096,0.1247,0.0,0.0,10.64,None,None,100.571,True,None,sfc_unique_p2_2,0,None,4,33.0,2,12,0,0,0,False,100.0,15.166666666666666,13.75,2238.648664815524
