No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1760571338.8865852,0,1,0.0234,0.0183,0.0249,2.3435,2.4947,0.0,0.0,8.13,None,None,96.973,True,None,sfc_cache_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2073.644446320842
0,1760571338.886976,0.0,1,0.0234,0.0183,0.0249,2.3435,2.4947,0.0,0.0,8.95,None,None,106.726,True,None,sfc_unique_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2073.644446320842
0,1760571339.1077163,0.2,2,0.0469,0.0431,0.0499,4.687,4.9894,0.0,0.0,6.02,None,None,101.024,True,None,sfc_cache_p2_1,0,None,0,0,0,4,0,0,0,False,100.0,15.5,16.5,2123.7346026433925
0,1760571339.1080148,0.2,2,0.0469,0.0431,0.0499,4.687,4.9894,0.0,0.0,11.68,None,None,108.28,True,None,sfc_unique_p2_1,0,None,0,0,0,4,0,0,0,False,100.0,15.5,16.5,2123.7346026433925
0,1760571339.3174543,0.4,3,0.0703,0.0582,0.0748,7.0305,7.4841,0.0,0.0,7.71,None,None,98.054,True,None,sfc_cache_p3_1,0,None,0,0,0,6,0,0,0,False,100.0,15.5,16.5,2154.715012022745
0,1760571339.3177319,0.4,3,0.0703,0.0582,0.0748,7.0305,7.4841,0.0,0.0,6.34,None,None,103.89,True,None,sfc_unique_p3_1,0,None,0,0,0,6,0,0,0,False,100.0,15.5,16.5,2154.715012022745
0,1760571339.54846,0.7,4,0.0937,0.082,0.0998,9.3741,9.9788,0.0,0.0,6.79,None,None,114.347,True,None,sfc_cache_p4_1,0,None,0,0,0,8,0,0,0,False,100.0,15.5,16.5,2189.2325905709577
0,1760571339.5489593,0.7,4,0.0937,0.082,0.0998,9.3741,9.9788,0.0,0.0,6.26,None,None,106.733,True,None,sfc_unique_p4_1,0,None,0,0,0,8,0,0,0,False,100.0,15.5,16.5,2189.2325905709577
0,1760571339.7676616,0.9,5,0.1142,0.1032,0.0998,11.4152,9.9788,0.0,0.0,10.46,None,None,95.047,True,None,sfc_cache_p5_1,0,None,4,33.0,2,10,0,0,0,False,100.0,15.1,13.2,2232.7685628454524
0,1760571339.7679513,0.9,5,0.1142,0.1032,0.0998,11.4152,9.9788,0.0,0.0,11.06,None,None,112.606,True,None,sfc_unique_p5_1,0,None,4,33.0,2,10,0,0,0,False,100.0,15.1,13.2,2232.7685628454524
