timestamp,2.,2.1,5.,5.1,6.,6.1,8.,8.1,9.,9.1,14.,14.1,18.,18.1,23.,23.1,25.,25.1,28.,28.1,33.,33.1,34.,34.1
1770561496.0400667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.091383,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.0961173,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.1491272,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.1531265,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.2057211,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561496.2097352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1770561533.57076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.5751884,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.622387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.6253881,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.670343,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.6752195,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.7229233,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.72715,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.7749693,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.7779677,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.8235085,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.8296714,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.879187,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.8832474,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.9323413,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561533.937935,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00
1770561534.011302,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.015432,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.0683625,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.072361,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.1303117,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.1339915,66.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.193681,66.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.1986592,66.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,0.00,0.00,0.00,0.00
1770561534.253338,66.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,None,None,0.00,0.00
1770561534.2617595,66.00,0.00,33.00,0.00,0.00,0.00,33.00,0.00,66.00,0.00,None,None,0.00,0.00,33.00,0.00,33.00,33.00,99.00,0.00,None,None,0.00,0.00
