crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770815385.3778427,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770815424.407841,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1770815483.2887955,2,5,0,5,0,10.4006,0.0000,14.71,0.0000
3,1770815592.9084394,2,2,0,2,0,9.2716,0.0000,3.85,0.0000
4,1770815600.8486156,2,3,0,3,0,8.1321,0.0000,7.14,0.0000
5,1770815666.94822,2,1,0,1,0,8.2916,0.0000,2.63,0.0000
6,1770815734.66927,2,7,0,7,0,8.0688,0.0000,15.91,0.0000
7,1770815774.1178317,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1770815865.3092613,2,9,0,9,0,6.3589,0.0000,30.00,0.0000
9,1770815877.6483805,2,2,0,2,0,8.2868,0.0000,4.55,0.0000
10,1770815926.0906084,2,17,0,17,0,6.8888,0.0000,141.67,0.0000
11,1770815963.220515,2,13,0,13,0,7.1464,0.0000,54.17,0.0000
12,1770815985.6886704,2,3,0,3,0,7.9386,0.0000,7.14,0.0000
13,1770816009.2678187,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1770816132.0411787,2,48,0,48,0,6.8154,0.0000,0.00,0.0000
15,1770816160.519771,2,10,0,10,0,7.2327,0.0000,35.71,0.0000
16,1770816182.3784645,2,2,0,2,0,8.4177,0.0000,6.25,0.0000
17,1770816191.74825,2,1,0,1,0,8.8455,0.0000,2.94,0.0000
18,1770816205.9880862,2,1,0,1,0,6.3576,0.0000,2.94,0.0000
19,1770816226.6682782,2,1,0,1,0,8.3570,0.0000,2.94,0.0000
20,1770816236.067813,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
21,1770816277.0384376,2,3,0,3,0,7.7975,0.0000,6.82,0.0000
