crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770815385.2153556,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770815457.6667352,2,6,0,0,6,13.2760,0.0000,20.00,0.0000
2,1770815475.6362653,2,5,0,0,5,12.5425,0.0000,12.50,0.0000
3,1770815484.5964158,2,5,0,0,5,13.9500,0.0000,12.50,0.0000
4,1770815493.7363389,2,4,0,0,4,13.0352,0.0000,8.33,0.0000
5,1770815568.7960465,2,5,0,0,5,12.4002,0.0000,12.50,0.0000
6,1770815618.9766352,2,11,0,0,11,12.1696,0.0000,45.83,0.0000
7,1770815758.855339,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1770815761.8166718,2,6,0,0,6,12.6335,0.0000,16.67,0.0000
9,1770815827.6760774,2,4,0,0,4,13.1740,0.0000,8.33,0.0000
10,1770815871.636845,2,6,0,0,6,12.8399,0.0000,16.67,0.0000
11,1770815876.278631,2,17,0,0,17,12.2574,0.0000,65.38,0.0000
12,1770815898.206223,2,4,0,0,4,14.4407,0.0000,10.00,0.0000
13,1770816013.8267138,2,12,0,0,12,11.7876,0.0000,42.86,0.0000
14,1770816028.2059567,2,3,0,0,3,14.2167,0.0000,6.82,0.0000
15,1770816049.3473535,2,11,0,0,11,12.6706,0.0000,27.50,0.0000
16,1770816134.786124,2,9,0,0,9,11.8650,0.0000,19.57,0.0000
17,1770816144.95612,2,5,0,0,5,14.0116,0.0000,12.50,0.0000
18,1770816151.9163904,2,8,0,0,8,12.8443,0.0000,22.22,0.0000
19,1770816171.7864957,2,5,0,0,5,13.0454,0.0000,13.16,0.0000
20,1770816179.6653504,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
21,1770816201.1463184,2,4,0,0,4,13.8821,0.0000,10.00,0.0000
