crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770815575.1073802,2,6,6,0,0,36.0000,0.0000,15.00,0.0000
1,1770815601.3101308,2,42,42,0,0,34.5421,0.0000,0.00,0.0000
2,1770815720.740098,2,40,40,0,0,34.4019,0.0000,500.00,0.0000
3,1770815729.1574225,2,5,5,0,0,37.1210,0.0000,16.67,0.0000
4,1770815741.7571115,2,4,4,0,0,36.6449,0.0000,10.00,0.0000
5,1770815806.7784274,2,34,34,0,0,34.8359,0.0000,242.86,0.0000
6,1770815977.447065,2,4,4,0,0,36.5245,0.0000,10.00,0.0000
7,1770815991.1009748,2,48,48,0,0,35.0741,0.0000,0.00,0.0000
8,1770816149.4119241,2,56,56,0,0,35.0218,0.0000,0.00,0.0000
9,1770816155.7073975,2,5,5,0,0,37.4171,0.0000,11.90,0.0000
10,1770816162.9282205,2,13,13,0,0,36.0320,0.0000,36.11,0.0000
11,1770816263.937343,2,6,6,0,0,35.6994,0.0000,15.79,0.0000
12,1770816284.8092208,2,40,40,0,0,34.5166,0.0000,0.00,0.0000
13,1770816309.5168185,2,4,4,0,0,35.9068,0.0000,10.00,0.0000
14,1770816316.7467475,2,4,4,0,0,35.8813,0.0000,10.00,0.0000
15,1770816347.5676842,2,26,26,0,0,34.5677,0.0000,130.00,0.0000
