crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770815516.4492366,2,40,40,0,0,2.7845,0.0000,0.00,0.0000
1,1770815531.7366924,2,7,7,0,0,5.9485,0.0000,21.88,0.0000
2,1770815635.077587,2,38,38,0,0,2.5967,0.0000,633.33,0.0000
3,1770815730.7379684,2,32,32,0,0,2.7926,0.0000,145.45,0.0000
4,1770815766.7199647,2,48,48,0,0,4.2949,0.0000,600.00,0.0000
5,1770815814.8797567,2,48,48,0,0,3.5186,0.0000,0.00,0.0000
6,1770815925.7470164,2,32,32,0,0,2.9707,0.0000,320.00,0.0000
7,1770815942.5360231,2,6,6,0,0,5.6482,0.0000,15.79,0.0000
8,1770816162.048766,2,48,48,0,0,3.1690,0.0000,0.00,0.0000
9,1770816188.7461019,2,4,4,0,0,5.8659,0.0000,11.76,0.0000
10,1770816294.039139,2,41,41,0,0,3.2529,0.0000,683.33,0.0000
11,1770816320.1161792,2,5,5,0,0,5.1320,0.0000,17.86,0.0000
12,1770816337.356096,2,5,5,0,0,5.4775,0.0000,12.50,0.0000
13,1770816360.6170719,2,32,32,0,0,2.7359,0.0000,228.57,0.0000
