crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769450159.9089694,2,3,1,2,0
1,1769450177.8789449,2,3,2,1,0
2,1769450204.8389294,2,0,0,0,0
3,1769450279.5989795,2,9,9,0,0
4,1769450288.0589645,2,5,5,0,0
5,1769450293.8589816,2,10,9,1,0
6,1769450298.588963,2,7,7,0,0
7,1769450311.38896,2,0,0,0,0
8,1769450326.5289314,2,1,1,0,0
9,1769450327.768943,2,2,2,0,0
10,1769450372.2489893,2,6,5,1,0
11,1769450435.8289797,2,5,5,0,0
12,1769450524.11894,2,2,2,0,0
13,1769450527.9689696,2,5,5,0,0
14,1769450531.068955,2,4,4,0,0
15,1769450547.4489524,2,5,4,1,0
16,1769450594.4489603,2,6,6,0,0
17,1769450595.359014,2,8,8,0,0
18,1769450608.0689552,2,3,3,0,0
19,1769450645.9889593,2,2,2,0,0
20,1769450656.178941,2,0,0,0,0
21,1769450668.9372482,2,2,2,0,0
22,1769450669.928924,2,0,0,0,0
23,1769450674.3988976,2,6,6,0,0
24,1769450687.3089356,2,0,0,0,0
25,1769450703.1389458,2,2,1,1,0
26,1769450710.8989253,2,0,0,0,0
27,1769450718.4090202,2,5,5,0,0
28,1769450777.2990062,2,6,6,0,0
29,1769450795.439008,2,13,12,1,0
30,1769450806.36898,2,8,8,0,0
31,1769450808.5889714,2,6,5,1,0
32,1769450875.0689647,2,4,4,0,0
33,1769450885.2389739,2,7,7,0,0
34,1769450956.9589791,2,2,2,0,0
35,1769450994.443941,2,5,5,0,0
36,1769451012.6790314,2,10,10,0,0
37,1769451031.6589544,2,4,4,0,0
38,1769451055.31893,2,1,1,0,0
