crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769450137.33335,2,0,0,0,0
1,1769450160.0433557,2,0,0,0,0
2,1769450170.0233312,2,0,0,0,0
3,1769450190.4633865,2,2,0,2,0
4,1769450227.373386,2,9,8,1,0
5,1769450370.813383,2,7,7,0,0
6,1769450416.233381,2,8,7,1,0
7,1769450424.6933563,2,4,4,0,0
8,1769450454.0234115,2,4,4,0,0
9,1769450481.4934242,2,1,1,0,0
10,1769450491.7033985,2,1,1,0,0
11,1769450501.293376,2,8,8,0,0
12,1769450528.0534248,2,12,12,0,0
13,1769450534.1033556,2,3,3,0,0
14,1769450535.1133683,2,6,6,0,0
15,1769450591.8933613,2,7,7,0,0
16,1769450609.4334037,2,10,10,0,0
17,1769450618.083342,2,3,2,1,0
18,1769450660.6133678,2,5,5,0,0
19,1769450675.6033692,2,7,6,1,0
20,1769450708.3534138,2,12,12,0,0
21,1769450708.8233619,2,6,6,0,0
22,1769450708.9729402,2,2,2,0,0
23,1769450715.5533743,2,6,6,0,0
24,1769450730.8933945,2,8,7,1,0
25,1769450738.0033998,2,7,7,0,0
26,1769450749.4212685,2,3,3,0,0
27,1769450804.563386,2,7,7,0,0
28,1769450831.2733688,2,4,4,0,0
29,1769450869.8733742,2,5,5,0,0
30,1769450872.7533689,2,4,4,0,0
31,1769450881.7333703,2,7,7,0,0
32,1769450888.8133638,2,7,7,0,0
33,1769450895.9133947,2,10,10,0,0
34,1769450935.0433912,2,6,5,1,0
35,1769450962.6533804,2,8,8,0,0
36,1769451003.4433513,2,7,7,0,0
37,1769451007.683404,2,8,8,0,0
38,1769451043.2734046,2,10,10,0,0
39,1769451101.8734007,2,9,9,0,0
