crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769451107.363079,2,0,0,0,0
1,1769451142.8430943,2,5,0,4,1
2,1769451147.1530755,2,3,2,0,1
3,1769451207.2031252,2,4,2,0,2
4,1769451272.843068,2,4,3,0,1
5,1769451281.4931808,2,23,23,0,0
6,1769451305.4331098,2,10,9,1,0
7,1769451324.0832274,2,8,7,1,0
8,1769451395.603123,2,14,12,1,1
9,1769451461.793114,2,10,10,0,0
10,1769451488.253104,2,9,9,0,0
11,1769451493.0830944,2,9,8,0,1
12,1769451508.1930857,2,5,5,0,0
13,1769451548.2731192,2,8,4,3,1
14,1769451565.2431045,2,9,7,2,0
15,1769451565.7731092,2,13,12,1,0
16,1769451625.883087,2,5,2,2,1
17,1769451658.0931394,2,8,7,1,0
18,1769451713.8531668,2,22,22,0,0
19,1769451734.5230777,2,4,4,0,0
20,1769451735.4850824,2,13,12,1,0
21,1769451738.3430996,2,9,9,0,0
22,1769451740.8530898,2,7,7,0,0
23,1769451762.9930634,2,2,2,0,0
24,1769451765.2230842,2,4,2,2,0
25,1769451777.0531085,2,9,8,0,1
26,1769451794.7730708,2,2,1,1,0
27,1769451808.9031065,2,11,10,1,0
28,1769451824.8231423,2,16,15,1,0
29,1769451846.0030837,2,4,4,0,0
30,1769451846.3331175,2,15,14,1,0
31,1769451882.1431093,2,9,7,0,2
32,1769451919.2431083,2,10,10,0,0
33,1769451927.233086,2,8,8,0,0
34,1769451942.1731021,2,14,13,1,0
35,1769451950.56311,2,9,8,0,1
36,1769451974.1930785,2,2,1,0,1
37,1769452030.3132353,2,9,9,0,0
38,1769452056.9531398,2,7,5,2,0
