crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439187.3084064,2,0,0,0,0
1,1769439194.4383993,2,0,0,0,0
2,1769439207.8885155,2,10,8,1,1
3,1769439231.2282495,2,1,1,0,0
4,1769439271.1184578,2,20,18,2,0
5,1769439275.6584177,2,17,15,2,0
6,1769439305.8582895,2,9,5,3,1
7,1769439353.8484576,2,11,10,1,0
8,1769439441.748434,2,14,12,2,0
9,1769439498.6283019,2,10,7,2,1
10,1769439503.848369,2,8,8,0,0
11,1769439522.818334,2,3,2,0,1
12,1769439546.1683369,2,6,6,0,0
13,1769439591.5483263,2,4,2,2,0
14,1769439601.6283417,2,8,6,1,1
15,1769439629.0985246,2,14,13,0,1
16,1769439636.3695102,2,9,8,0,1
17,1769439669.4583902,2,9,8,1,0
18,1769439695.1983938,2,12,10,2,0
19,1769439716.148532,2,6,6,0,0
20,1769439724.9683597,2,5,5,0,0
21,1769439762.198313,2,7,5,1,1
22,1769439763.98829,2,7,6,1,0
23,1769439803.508379,2,10,10,0,0
24,1769439842.6983225,2,12,11,0,1
25,1769439931.8084035,2,11,11,0,0
26,1769439941.0283449,2,15,13,2,0
27,1769439943.5883164,2,10,10,0,0
28,1769439951.74839,2,9,9,0,0
29,1769439954.644671,2,6,6,0,0
30,1769439972.4382732,2,2,2,0,0
31,1769439982.198376,2,7,4,2,1
32,1769440023.9684513,2,14,9,3,2
33,1769440050.3884127,2,13,13,0,0
34,1769440088.997819,2,18,18,0,0
35,1769440102.7183049,2,8,6,2,0
36,1769440109.7683918,2,7,7,0,0
37,1769440129.1991029,2,7,7,0,0
38,1769440142.478359,2,6,6,0,0
39,1769440148.1983814,2,7,6,0,1
