crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439233.063875,2,0,0,0,0
1,1769439234.2038615,2,0,0,0,0
2,1769439252.9039915,2,8,4,2,2
3,1769439280.6338727,2,9,5,3,1
4,1769439318.4139402,2,13,12,1,0
5,1769439366.0139961,2,16,15,1,0
6,1769439375.2440643,2,11,9,0,2
7,1769439377.3240206,2,8,7,1,0
8,1769439397.7439358,2,11,7,2,2
9,1769439439.0839448,2,11,9,2,0
10,1769439453.573984,2,15,14,1,0
11,1769439470.2240279,2,11,11,0,0
12,1769439561.2959063,2,5,4,1,0
13,1769439567.8739204,2,8,7,1,0
14,1769439609.5138674,2,11,11,0,0
15,1769439625.3439355,2,12,12,0,0
16,1769439642.1989944,2,12,12,0,0
17,1769439665.7139456,2,9,7,0,2
18,1769439674.9238262,2,8,7,1,0
19,1769439688.3341546,2,9,9,0,0
20,1769439751.6240308,2,12,12,0,0
21,1769439767.589777,2,11,10,1,0
22,1769439777.503929,2,8,7,0,1
23,1769439812.7940269,2,6,5,0,1
24,1769439819.6039987,2,5,3,2,0
25,1769439840.8139098,2,7,5,0,2
26,1769439841.9238749,2,3,3,0,0
27,1769439891.0238476,2,7,6,1,0
28,1769439896.613951,2,12,12,0,0
29,1769439921.3338678,2,12,9,2,1
30,1769439927.9139454,2,9,9,0,0
31,1769439978.6739602,2,12,12,0,0
32,1769439981.7256901,2,12,12,0,0
33,1769439985.8139615,2,14,14,0,0
34,1769439996.0939193,2,6,5,1,0
35,1769440025.594016,2,11,9,2,0
36,1769440030.7239156,2,8,6,0,2
37,1769440031.663915,2,9,8,0,1
38,1769440045.8440535,2,7,7,0,0
39,1769440156.0169392,2,5,5,0,0
