crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439222.6610577,2,0,0,0,0
1,1769439225.1111343,2,0,0,0,0
2,1769439266.201222,2,6,2,3,1
3,1769439279.0511997,2,6,2,2,2
4,1769439293.201181,2,11,8,2,1
5,1769439347.231307,2,12,9,1,2
6,1769439376.6912286,2,14,11,3,0
7,1769439401.8012478,2,12,11,1,0
8,1769439417.981074,2,5,2,2,1
9,1769439448.9612155,2,9,5,4,0
10,1769439454.4312222,2,9,7,2,0
11,1769439456.9211826,2,11,11,0,0
12,1769439482.661193,2,6,5,1,0
13,1769439484.5013094,2,9,9,0,0
14,1769439487.4011614,2,7,6,0,1
15,1769439504.8512592,2,14,13,1,0
16,1769439582.6811976,2,13,11,0,2
17,1769439607.4411507,2,8,8,0,0
18,1769439613.7714014,2,15,15,0,0
19,1769439617.0610626,2,6,5,1,0
20,1769439653.3211277,2,5,3,0,2
21,1769439658.3011742,2,11,10,0,1
22,1769439664.9411652,2,8,7,0,1
23,1769439726.0111573,2,10,10,0,0
24,1769439738.6111846,2,13,10,3,0
25,1769439749.4811702,2,9,6,2,1
26,1769439806.5213072,2,14,14,0,0
27,1769439819.7505488,2,12,12,0,0
28,1769439822.8812034,2,10,10,0,0
29,1769439825.4711578,2,6,4,0,2
30,1769439826.831102,2,2,2,0,0
31,1769439853.9411047,2,3,3,0,0
32,1769439865.991089,2,8,8,0,0
33,1769439871.0612032,2,13,11,1,1
34,1769439902.9911606,2,8,6,2,0
35,1769439934.2512503,2,11,8,2,1
36,1769439980.9412081,2,15,14,1,0
37,1769440097.221163,2,10,10,0,0
38,1769440142.2411563,2,7,7,0,0
39,1769440144.5111318,2,4,4,0,0
