crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439184.687763,2,7,6,0,1
1,1769439212.8477077,2,17,14,3,0
2,1769439214.707885,2,10,9,1,0
3,1769439217.267694,2,13,10,3,0
4,1769439271.7277749,2,13,12,1,0
5,1769439285.0777373,2,10,10,0,0
6,1769439297.90772,2,8,5,2,1
7,1769439320.2177067,2,8,7,0,1
8,1769439333.6077125,2,7,5,2,0
9,1769439378.9878426,2,12,8,3,1
10,1769439388.7977836,2,15,15,0,0
11,1769439477.7478426,2,9,8,1,0
12,1769439482.2677422,2,10,10,0,0
13,1769439491.247714,2,9,9,0,0
14,1769439534.5876749,2,2,2,0,0
15,1769439572.2677808,2,14,14,0,0
16,1769439576.56772,2,11,10,0,1
17,1769439588.5577044,2,12,10,2,0
18,1769439602.007796,2,16,16,0,0
19,1769439613.1478581,2,15,14,1,0
20,1769439619.4177284,2,9,8,1,0
21,1769439656.5629978,2,9,9,0,0
22,1769439727.407732,2,8,6,1,1
23,1769439748.367663,2,9,9,0,0
24,1769439750.6576922,2,5,5,0,0
25,1769439787.957693,2,3,3,0,0
26,1769439866.9177053,2,16,14,2,0
27,1769439868.2717388,2,14,14,0,0
28,1769439889.3976305,2,3,3,0,0
29,1769439916.29773,2,10,10,0,0
30,1769439923.9077718,2,8,5,3,0
31,1769439924.6377168,2,9,9,0,0
32,1769439948.4177964,2,4,2,2,0
33,1769439974.1977036,2,7,3,1,3
34,1769439995.9278111,2,9,8,1,0
35,1769439996.9877677,2,12,11,1,0
36,1769440032.4377592,2,9,9,0,0
37,1769440063.8496,2,7,6,0,1
38,1769440113.2078369,2,11,11,0,0
39,1769440120.8977203,2,8,8,0,0
