crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439224.8078122,2,5,2,3,0
1,1769439245.0471206,2,6,1,4,1
2,1769439256.6470487,2,6,6,0,0
3,1769439276.907082,2,15,10,4,1
4,1769439287.0972047,2,12,10,2,0
5,1769439314.6972756,2,13,12,1,0
6,1769439335.147079,2,2,1,1,0
7,1769439342.4571178,2,7,4,1,2
8,1769439344.1596186,2,7,4,1,2
9,1769439344.847182,2,6,4,0,2
10,1769439385.0070918,2,5,1,1,3
11,1769439394.9281762,2,16,14,2,0
12,1769439421.1371021,2,10,10,0,0
13,1769439444.9850533,2,12,11,1,0
14,1769439460.977085,2,13,13,0,0
15,1769439472.6971548,2,11,11,0,0
16,1769439485.987097,2,5,4,0,1
17,1769439528.7873166,2,10,9,0,1
18,1769439532.9272454,2,13,12,1,0
19,1769439558.4872308,2,9,9,0,0
20,1769439587.917096,2,9,9,0,0
21,1769439649.12716,2,15,15,0,0
22,1769439649.8775377,2,9,9,0,0
23,1769439680.7171574,2,12,9,2,1
24,1769439713.7572246,2,6,3,1,2
25,1769439723.5870588,2,9,8,1,0
26,1769439728.841234,2,7,7,0,0
27,1769439764.367075,2,10,8,2,0
28,1769439766.357301,2,11,9,0,2
29,1769439789.1171823,2,7,7,0,0
30,1769439824.2474492,2,6,5,0,1
31,1769439838.4471183,2,8,6,2,0
32,1769439902.657051,2,9,8,1,0
33,1769439904.9571657,2,13,13,0,0
34,1769439953.9871612,2,10,8,0,2
35,1769439967.2871609,2,11,11,0,0
36,1769440001.8371632,2,6,6,0,0
37,1769440007.877047,2,6,6,0,0
38,1769440010.7470815,2,15,15,0,0
39,1769440055.6670964,2,5,4,1,0
