crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439160.2085862,2,0,0,0,0
1,1769439160.7485034,2,0,0,0,0
2,1769439181.0885885,2,3,1,1,1
3,1769439229.5086765,2,15,10,4,1
4,1769439253.0686426,2,14,11,2,1
5,1769439273.9185693,2,3,2,0,1
6,1769439289.408593,2,6,4,1,1
7,1769439333.4386482,2,12,10,2,0
8,1769439403.8586588,2,14,13,1,0
9,1769439432.1586266,2,11,9,1,1
10,1769439483.0987518,2,5,4,0,1
11,1769439488.838745,2,14,13,0,1
12,1769439517.8904068,2,12,11,1,0
13,1769439544.3286357,2,10,9,1,0
14,1769439561.6686547,2,6,5,1,0
15,1769439564.9085774,2,3,2,0,1
16,1769439586.5986235,2,11,8,3,0
17,1769439604.2186372,2,11,11,0,0
18,1769439617.2685964,2,7,5,1,1
19,1769439643.498518,2,3,3,0,0
20,1769439647.3685668,2,10,9,1,0
21,1769439669.4723978,2,9,9,0,0
22,1769439674.4686418,2,7,7,0,0
23,1769439690.368198,2,2,1,1,0
24,1769439713.6786246,2,8,6,2,0
25,1769439791.1886766,2,13,11,1,1
26,1769439815.2495496,2,13,13,0,0
27,1769439816.2186437,2,10,9,0,1
28,1769439823.6264124,2,12,10,1,1
29,1769439848.8387349,2,3,2,0,1
30,1769439874.9186451,2,10,9,0,1
31,1769439883.6785758,2,9,8,0,1
32,1769439938.6386302,2,8,5,2,1
33,1769439943.6485748,2,11,10,0,1
34,1769440005.7286298,2,10,7,1,2
35,1769440029.1286771,2,13,13,0,0
36,1769440071.1786919,2,9,8,1,0
37,1769440075.1487947,2,14,12,1,1
38,1769440085.634925,2,6,5,1,0
39,1769440133.5685568,2,10,9,1,0
