crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769449146.6059265,2,0,0,0,0
1,1769449148.26588,2,0,0,0,0
2,1769449148.3458464,2,0,0,0,0
3,1769449150.565862,2,0,0,0,0
4,1769449208.0958858,2,1,1,0,0
5,1769449236.2858877,2,0,0,0,0
6,1769449250.225903,2,2,2,0,0
7,1769449313.5358725,2,2,2,0,0
8,1769449328.1658635,2,1,1,0,0
9,1769449395.1058855,2,2,2,0,0
10,1769449411.1658812,2,1,1,0,0
11,1769449416.965892,2,1,1,0,0
12,1769449426.8558779,2,1,1,0,0
13,1769449502.6158714,2,0,0,0,0
14,1769449510.9258761,2,0,0,0,0
15,1769449531.775865,2,0,0,0,0
16,1769449533.5758986,2,1,1,0,0
17,1769449593.9458659,2,0,0,0,0
18,1769449609.3158817,2,2,2,0,0
19,1769449681.7458842,2,1,1,0,0
20,1769449692.4258792,2,0,0,0,0
21,1769449736.4558659,2,0,0,0,0
22,1769449776.6858597,2,0,0,0,0
23,1769449778.9158418,2,1,1,0,0
24,1769449798.995879,2,2,2,0,0
25,1769449802.9859076,2,2,2,0,0
26,1769449861.3959913,2,2,2,0,0
27,1769449871.4258747,2,1,1,0,0
28,1769449877.625868,2,0,0,0,0
29,1769449899.0358365,2,1,1,0,0
30,1769449909.9558828,2,0,0,0,0
31,1769449923.5058947,2,2,2,0,0
32,1769449945.065876,2,1,1,0,0
33,1769449946.1459024,2,2,2,0,0
34,1769449966.1058953,2,3,3,0,0
35,1769450026.9758263,2,2,2,0,0
36,1769450027.6058807,2,1,1,0,0
37,1769450041.1158772,2,1,1,0,0
