crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769451204.9308112,2,1,0,0,1
1,1769451221.7808228,2,8,4,2,2
2,1769451242.5809157,2,16,14,1,1
3,1769451248.1708858,2,10,6,2,2
4,1769451255.140836,2,9,8,0,1
5,1769451255.5908384,2,10,8,0,2
6,1769451268.0809271,2,4,3,0,1
7,1769451323.450848,2,12,9,2,1
8,1769451328.1208081,2,14,12,2,0
9,1769451374.950829,2,7,7,0,0
10,1769451397.9546185,2,13,13,0,0
11,1769451416.5708232,2,5,4,1,0
12,1769451436.5009236,2,9,8,1,0
13,1769451463.8608594,2,14,13,1,0
14,1769451488.61086,2,9,8,1,0
15,1769451513.5808983,2,9,8,1,0
16,1769451520.6208482,2,12,11,1,0
17,1769451522.0608208,2,10,10,0,0
18,1769451532.6208274,2,7,5,0,2
19,1769451556.810832,2,7,7,0,0
20,1769451613.5808322,2,8,8,0,0
21,1769451626.8308864,2,18,16,2,0
22,1769451654.0938892,2,7,7,0,0
23,1769451718.5808365,2,13,13,0,0
24,1769451762.3708622,2,13,11,0,2
25,1769451767.8809016,2,8,7,0,1
26,1769451793.8208241,2,8,7,1,0
27,1769451798.1808152,2,7,6,0,1
28,1769451812.4208362,2,10,8,2,0
29,1769451821.5209649,2,15,14,1,0
30,1769451846.7608345,2,5,3,0,2
31,1769451853.8008423,2,13,12,1,0
32,1769451914.0808625,2,16,16,0,0
33,1769451927.9908776,2,7,4,1,2
34,1769451974.9108124,2,4,3,1,0
35,1769451976.5508435,2,8,5,3,0
36,1769451986.6308277,2,10,9,0,1
37,1769452018.2808752,2,5,1,3,1
38,1769452031.17082,2,5,4,0,1
39,1769452117.310853,2,12,11,0,1
