crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439341.7533958,2,11,9,1,1
1,1769439351.6233985,2,13,9,3,1
2,1769439365.3133204,2,9,6,3,0
3,1769439468.9433672,2,7,5,1,1
4,1769439492.5934644,2,9,7,2,0
5,1769439522.0585685,2,7,6,1,0
6,1769439557.2333465,2,7,1,5,1
7,1769439568.303352,2,9,9,0,0
8,1769439609.1833656,2,10,10,0,0
9,1769439684.923399,2,14,13,1,0
10,1769439707.9634502,2,9,8,1,0
11,1769439718.233317,2,4,3,0,1
12,1769439736.0533764,2,10,9,1,0
13,1769439742.7333996,2,12,11,1,0
14,1769439769.8533983,2,11,8,2,1
15,1769439775.923476,2,10,9,0,1
16,1769439845.2934077,2,13,12,0,1
17,1769439863.4133844,2,9,8,1,0
18,1769439926.483413,2,14,13,1,0
19,1769439927.374361,2,14,14,0,0
20,1769439929.3575747,2,9,9,0,0
21,1769439939.2433887,2,9,9,0,0
22,1769439972.5433583,2,9,7,0,2
23,1769439975.8433037,2,1,1,0,0
24,1769439995.6833165,2,10,5,4,1
25,1769440006.9033685,2,9,9,0,0
26,1769440073.6632993,2,8,8,0,0
27,1769440095.4133976,2,19,19,0,0
28,1769440099.7435038,2,9,5,3,1
29,1769440107.6033566,2,7,4,1,2
30,1769440125.9133735,2,7,7,0,0
31,1769440126.5917072,2,8,8,0,0
32,1769440141.2133195,2,4,4,0,0
33,1769440174.3032727,2,5,5,0,0
34,1769440180.6832812,2,6,6,0,0
35,1769440181.7455525,2,9,7,0,2
36,1769440190.0833266,2,13,11,1,1
37,1769440208.6032615,2,8,7,0,1
38,1769440215.7894068,2,12,8,3,1
