crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769450202.5190952,2,0,0,0,0
1,1769450237.679075,2,0,0,0,0
2,1769450298.269122,2,1,0,0,1
3,1769450307.8291037,2,2,1,1,0
4,1769450321.319073,2,0,0,0,0
5,1769450322.1091218,2,4,3,1,0
6,1769450333.0991063,2,2,2,0,0
7,1769450334.339095,2,2,1,1,0
8,1769450396.9091294,2,9,8,1,0
9,1769450409.729096,2,2,2,0,0
10,1769450429.1091142,2,7,5,2,0
11,1769450433.4891005,2,4,4,0,0
12,1769450537.7938802,2,10,10,0,0
13,1769450669.7491202,2,7,7,0,0
14,1769450670.789105,2,5,5,0,0
15,1769450691.669155,2,5,4,1,0
16,1769450706.6691017,2,4,3,1,0
17,1769450727.0498862,2,0,0,0,0
18,1769450730.8392158,2,10,10,0,0
19,1769450773.8291297,2,6,6,0,0
20,1769450777.1790802,2,1,1,0,0
21,1769450783.3691192,2,4,2,2,0
22,1769450784.1790848,2,0,0,0,0
23,1769450831.1990817,2,0,0,0,0
24,1769450857.9191213,2,6,6,0,0
25,1769450863.3091135,2,6,6,0,0
26,1769450871.5591357,2,4,3,1,0
27,1769450942.0091095,2,6,6,0,0
28,1769450952.1493535,2,5,4,1,0
29,1769450954.4991379,2,6,6,0,0
30,1769450955.7791278,2,5,4,1,0
31,1769450980.4491074,2,4,3,1,0
32,1769450983.8791108,2,6,6,0,0
33,1769451012.9492176,2,5,5,0,0
34,1769451025.9691298,2,8,7,1,0
35,1769451062.669288,2,3,3,0,0
36,1769451108.0692346,2,3,2,1,0
37,1769451134.7891426,2,12,11,1,0
38,1769451154.5991132,2,6,5,1,0
