crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769439275.149115,2,6,2,2,2
1,1769439379.8290908,2,10,10,0,0
2,1769439409.6691232,2,7,4,2,1
3,1769439411.089223,2,10,8,2,0
4,1769439415.7590537,2,8,7,1,0
5,1769439454.869028,2,1,0,0,1
6,1769439536.3490672,2,11,10,0,1
7,1769439599.19912,2,10,10,0,0
8,1769439600.719158,2,11,11,0,0
9,1769439631.1791084,2,6,5,1,0
10,1769439631.549098,2,7,6,0,1
11,1769439671.0491407,2,8,5,1,2
12,1769439702.4492288,2,7,6,0,1
13,1769439746.4290998,2,7,6,1,0
14,1769439751.9391441,2,12,11,1,0
15,1769439769.0891347,2,13,13,0,0
16,1769439783.839102,2,6,6,0,0
17,1769439810.0691917,2,6,4,2,0
18,1769439813.0991182,2,8,8,0,0
19,1769439847.899182,2,8,6,0,2
20,1769439911.6491315,2,10,8,1,1
21,1769439913.3825035,2,13,12,0,1
22,1769439936.3890982,2,5,5,0,0
23,1769439936.6549885,2,5,5,0,0
24,1769439938.109094,2,5,5,0,0
25,1769439985.5790763,2,2,2,0,0
26,1769439992.4121637,2,10,8,2,0
27,1769440031.5491586,2,12,11,1,0
28,1769440035.0391116,2,5,5,0,0
29,1769440039.5290902,2,4,4,0,0
30,1769440076.7864873,2,6,4,2,0
31,1769440081.8190763,2,7,6,1,0
32,1769440089.4890287,2,4,4,0,0
33,1769440119.2790966,2,4,1,1,2
34,1769440127.6890643,2,8,5,1,2
35,1769440138.5891678,2,10,9,1,0
36,1769440151.2391946,2,15,15,0,0
37,1769440154.5618706,2,12,11,0,1
38,1769440180.7990751,2,4,4,0,0
39,1769440181.069738,2,7,6,0,1
