crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769451108.408949,2,0,0,0,0
1,1769451176.178964,2,12,9,1,2
2,1769451179.109067,2,7,4,0,3
3,1769451248.0389762,2,13,10,2,1
4,1769451290.3489513,2,9,9,0,0
5,1769451300.5789852,2,16,15,1,0
6,1769451331.248965,2,6,2,3,1
7,1769451334.9089396,2,2,2,0,0
8,1769451340.1689575,2,10,9,0,1
9,1769451351.0489366,2,8,4,4,0
10,1769451354.1389627,2,10,7,2,1
11,1769451368.6889305,2,3,3,0,0
12,1769451414.318957,2,9,7,0,2
13,1769451434.118981,2,7,7,0,0
14,1769451442.15895,2,10,10,0,0
15,1769451443.8489528,2,10,7,3,0
16,1769451450.8789527,2,11,11,0,0
17,1769451455.018949,2,1,1,0,0
18,1769451471.1389213,2,4,4,0,0
19,1769451478.0489206,2,4,4,0,0
20,1769451487.3889632,2,9,6,1,2
21,1769451562.6889417,2,7,5,0,2
22,1769451569.1689806,2,11,9,0,2
23,1769451602.31899,2,12,11,1,0
24,1769451761.7989771,2,11,11,0,0
25,1769451766.9389424,2,9,7,1,1
26,1769451781.1289582,2,12,12,0,0
27,1769451811.669017,2,11,9,2,0
28,1769451844.9289334,2,8,6,1,1
29,1769451883.8089778,2,15,15,0,0
30,1769451910.7589772,2,17,14,2,1
31,1769451916.1789742,2,5,5,0,0
32,1769451938.1689887,2,14,13,0,1
33,1769451946.9387383,2,13,11,2,0
34,1769451995.3889987,2,11,11,0,0
35,1769452030.2089539,2,7,6,0,1
36,1769452042.398956,2,9,7,2,0
37,1769452043.7889318,2,6,5,1,0
38,1769452052.0089314,2,8,5,2,1
39,1769452087.2689316,2,4,3,0,1
