No.,time,timestamp,number_of_sfc,cpu_utilization,bandwidth_utilization,cache_utilization,latency,duration,success,arrival_time,depart_time,sfc_id
1,None,1695399092.967204,4,0.0022222222222222222,0.0032095238095238092,0.008333333333333333,2,0.17850732803344727,1,1695399092.7876956,1695399092.967204,sfc_cache_p1_1
2,None,1695399093.2269237,4,0.006666666666666667,0.009628571428571429,0.008333333333333333,2,0.20321249961853027,1,1695399092.7876956,1695399093.2269237,sfc_unique_p1_1
3,None,1695399093.4729385,4,0.006944444444444445,0.010552380952380954,0.008333333333333333,2,0.19201397895812988,1,1695399092.7876956,1695399093.4729385,sfc_cache_p2_1
4,None,1695399093.718503,4,0.01138888888888889,0.01697142857142857,0.008333333333333333,2,0.19405817985534668,1,1695399092.7876956,1695399093.718503,sfc_unique_p2_1
5,None,1695399094.0070238,4,0.011666666666666669,0.017895238095238096,0.008333333333333333,2,0.20601367950439453,1,1695399092.7876956,1695399094.0070238,sfc_cache_p3_1
6,None,1695399094.2656236,4,0.016111111111111114,0.02431428571428572,0.008333333333333333,2,0.19559979438781738,1,1695399092.7876956,1695399094.2656236,sfc_unique_p3_1
7,None,1695399094.5366523,4,0.01638888888888889,0.025238095238095243,0.008333333333333333,2,0.18801355361938477,1,1695399092.7876956,1695399094.5366523,sfc_cache_p4_1
8,None,1695399094.806175,4,0.020833333333333336,0.031657142857142856,0.008333333333333333,2,0.20501422882080078,1,1695399092.7876956,1695399094.806175,sfc_unique_p4_1
9,None,1695399095.0741904,4,0.021111111111111112,0.032580952380952384,0.008333333333333333,2,0.2000141143798828,1,1695399092.7886968,1695399095.0741904,sfc_cache_p5_1
10,None,1695399095.3493454,4,0.02555555555555556,0.039,0.008333333333333333,2,0.20564866065979004,1,1695399092.7886968,1695399095.3493454,sfc_unique_p5_1
11,None,1695399095.6358662,4,0.025833333333333337,0.03992380952380953,0.008333333333333333,2,0.20301389694213867,1,1695399092.7886968,1695399095.6358662,sfc_cache_p6_1
12,None,1695399095.9023862,4,0.030277777777777785,0.04177142857142857,0.008333333333333333,1,0.1960129737854004,1,1695399092.7886968,1695399095.9023862,sfc_unique_p6_1
13,None,1695399096.1464,4,0.030555555555555558,0.0426952380952381,0.008333333333333333,2,0.17801403999328613,1,1695399092.7886968,1695399096.1464,sfc_cache_p7_1
14,None,1695399096.4391685,4,0.035,0.04454285714285714,0.008333333333333333,1,0.21619796752929688,1,1695399092.7886968,1695399096.4391685,sfc_unique_p7_1
15,None,1695399096.69769,4,0.03527777777777778,0.04546666666666667,0.008333333333333333,2,0.18401432037353516,1,1695399092.7886968,1695399096.69769,sfc_cache_p8_1
16,None,1695399096.974709,4,0.03972222222222223,0.04731428571428571,0.008333333333333333,1,0.19401764869689941,1,1695399092.7886968,1695399096.974709,sfc_unique_p8_1
17,None,1695399097.2502277,4,0.04000000000000001,0.04823809523809524,0.008333333333333333,2,0.19001340866088867,1,1695399092.7886968,1695399097.2502277,sfc_cache_p9_1
18,None,1695399097.5203846,4,0.04444444444444445,0.05008571428571429,0.008333333333333333,1,0.18863415718078613,1,1695399092.7886968,1695399097.5203846,sfc_unique_p9_1
19,None,1695399097.817961,4,0.044722222222222226,0.05100952380952382,0.008333333333333333,2,0.20405793190002441,1,1695399092.7886968,1695399097.817961,sfc_cache_p10_1
20,None,1695399098.1534824,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,1,0.21001434326171875,1,1695399092.7886968,1695399098.1534824,sfc_unique_p10_1
21,None,1695399098.433543,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.19455313682556152,0,1695399092.7886968,1695399098.433543,sfc_cache_p11_1
22,None,1695399098.7162116,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.1951286792755127,0,1695399092.7886968,1695399098.7162116,sfc_unique_p11_1
23,None,1695399098.9987464,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.19552040100097656,0,1695399092.7886968,1695399098.9987464,sfc_cache_p12_1
24,None,1695399099.211759,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.1310117244720459,0,1695399092.7886968,1695399099.211759,sfc_unique_p12_1
25,None,1695399113.955154,4,0.0513888888888889,0.05378095238095239,0.016666666666666666,1,0.1635589599609375,1,1695399113.7891178,1695399113.955154,sfc_cache_p1_2
26,None,1695399114.2281835,4,0.055833333333333346,0.05562857142857143,0.016666666666666666,1,0.1850135326385498,1,1695399113.7891178,1695399114.2281835,sfc_unique_p1_2
