No.,time,timestamp,number_of_sfc,cpu_utilization,bandwidth_utilization,cache_utilization,latency,duration,success,arrival_time,depart_time,sfc_id
1,None,1695399092.9292042,4,0.0022222222222222222,0.0032095238095238092,0.008333333333333333,2,0.1550126075744629,1,1695399092.7731915,1695399092.9292042,sfc_cache_p1_1
2,None,1695399093.1678767,4,0.006666666666666667,0.009628571428571429,0.008333333333333333,2,0.183671236038208,1,1695399092.7731915,1695399093.1678767,sfc_unique_p1_1
3,None,1695399093.4089384,4,0.006944444444444445,0.010552380952380954,0.008333333333333333,2,0.1830146312713623,1,1695399092.7731915,1695399093.4089384,sfc_cache_p2_1
4,None,1695399093.6759973,4,0.01138888888888889,0.01697142857142857,0.008333333333333333,2,0.21005845069885254,1,1695399092.7731915,1695399093.6759973,sfc_unique_p2_1
5,None,1695399093.952517,4,0.011666666666666669,0.017895238095238096,0.008333333333333333,2,0.21201419830322266,1,1695399092.7731915,1695399093.952517,sfc_cache_p3_1
6,None,1695399094.2050745,4,0.016111111111111114,0.02431428571428572,0.008333333333333333,2,0.19105052947998047,1,1695399092.7731915,1695399094.2050745,sfc_unique_p3_1
7,None,1695399094.487147,4,0.01638888888888889,0.025238095238095243,0.008333333333333333,2,0.20052218437194824,1,1695399092.7731915,1695399094.487147,sfc_cache_p4_1
8,None,1695399094.740667,4,0.020833333333333336,0.031657142857142856,0.008333333333333333,2,0.20001482963562012,1,1695399092.7731915,1695399094.740667,sfc_unique_p4_1
9,None,1695399095.011189,4,0.021111111111111112,0.032580952380952384,0.008333333333333333,2,0.19901394844055176,1,1695399092.7731915,1695399095.011189,sfc_cache_p5_1
10,None,1695399095.2587707,4,0.02555555555555556,0.039,0.008333333333333333,2,0.1775803565979004,1,1695399092.7731915,1695399095.2587707,sfc_unique_p5_1
11,None,1695399095.559359,4,0.025833333333333337,0.03992380952380953,0.008333333333333333,2,0.20201325416564941,1,1695399092.7731915,1695399095.559359,sfc_cache_p6_1
12,None,1695399095.81888,4,0.030277777777777785,0.04177142857142857,0.008333333333333333,1,0.1980140209197998,1,1695399092.7731915,1695399095.81888,sfc_unique_p6_1
13,None,1695399096.0798948,4,0.030555555555555558,0.0426952380952381,0.008333333333333333,2,0.1960139274597168,1,1695399092.7731915,1695399096.0798948,sfc_cache_p7_1
14,None,1695399096.346576,4,0.035,0.04454285714285714,0.008333333333333333,1,0.20017600059509277,1,1695399092.7731915,1695399096.346576,sfc_unique_p7_1
15,None,1695399096.639183,4,0.03527777777777778,0.04546666666666667,0.008333333333333333,2,0.20201468467712402,1,1695399092.7731915,1695399096.639183,sfc_cache_p8_1
16,None,1695399096.8897078,4,0.03972222222222223,0.04731428571428571,0.008333333333333333,1,0.18101787567138672,1,1695399092.7731915,1695399096.8897078,sfc_unique_p8_1
17,None,1695399097.1257207,4,0.04000000000000001,0.04823809523809524,0.008333333333333333,2,0.16601300239562988,1,1695399092.7731915,1695399097.1257207,sfc_cache_p9_1
18,None,1695399097.3902888,4,0.04444444444444445,0.05008571428571429,0.008333333333333333,1,0.1830611228942871,1,1695399092.7731915,1695399097.3902888,sfc_unique_p9_1
19,None,1695399097.6779046,4,0.044722222222222226,0.05100952380952382,0.008333333333333333,2,0.207566499710083,1,1695399092.7731915,1695399097.6779046,sfc_cache_p10_1
20,None,1695399097.954468,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,1,0.18801403045654297,1,1695399092.7731915,1695399097.954468,sfc_unique_p10_1
21,None,1695399098.2039895,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.16301345825195312,0,1695399092.7731915,1695399098.2039895,sfc_cache_p11_1
22,None,1695399098.4565563,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.17656517028808594,0,1695399092.7731915,1695399098.4565563,sfc_unique_p11_1
23,None,1695399098.7302115,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.19612717628479004,0,1695399092.7731915,1695399098.7302115,sfc_cache_p12_1
24,None,1695399099.0047462,4,0.04916666666666668,0.05285714285714286,0.008333333333333333,None,0.17551875114440918,0,1695399092.7731915,1695399099.0047462,sfc_unique_p12_1
25,None,1695399113.931116,4,0.0513888888888889,0.05378095238095239,0.016666666666666666,1,0.13952112197875977,1,1695399113.7901177,1695399113.931116,sfc_cache_p1_2
26,None,1695399114.2011836,4,0.055833333333333346,0.05562857142857143,0.016666666666666666,1,0.18401360511779785,1,1695399113.7901177,1695399114.2011836,sfc_unique_p1_2
27,None,1695399114.465198,4,0.05611111111111112,0.05655238095238096,0.016666666666666666,1,0.18201208114624023,1,1695399113.7901177,1695399114.465198,sfc_cache_p2_2
28,None,1695399114.7258132,4,0.06055555555555557,0.0584,0.016666666666666666,1,0.17558002471923828,1,1695399113.7901177,1695399114.7258132,sfc_unique_p2_2
29,None,1695399115.0008733,4,0.06083333333333334,0.05932380952380953,0.016666666666666666,1,0.1905224323272705,1,1695399113.7901177,1695399115.0008733,sfc_cache_p3_2
30,None,1695399115.250901,4,0.06527777777777778,0.06117142857142857,0.016666666666666666,1,0.16402626037597656,1,1695399113.7901177,1695399115.250901,sfc_unique_p3_2
31,None,1695399115.508464,4,0.06555555555555558,0.0620952380952381,0.016666666666666666,1,0.1630561351776123,1,1695399113.7901177,1695399115.508464,sfc_cache_p4_2
