timestamp;(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1763506442.5942295;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;80.00;32.33;257.00;257.00;300.00;300.00;150.00;80.00;80.00;80.00;460.00;0.00;0.00;0.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00
1763506442.5948687;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;80.00;32.33;257.00;257.00;300.00;300.00;150.00;80.00;80.00;80.00;460.00;0.00;0.00;0.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00
1763506442.9144862;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;80.00;32.33;257.00;577.00;540.00;530.00;310.00;80.00;80.00;80.00;460.00;160.00;0.00;300.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00
1763506442.9152765;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;80.00;32.33;257.00;577.00;540.00;530.00;310.00;80.00;80.00;80.00;460.00;160.00;0.00;300.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00
1763506443.2645817;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;240.00;240.00;97.00;481.67;801.67;620.00;680.00;610.00;240.00;240.00;240.00;460.00;470.00;0.00;300.00;224.67;384.67;320.00;0.00;0.00;0.00;0.00;0.00
1763506443.2655172;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;240.00;240.00;97.00;481.67;801.67;620.00;680.00;610.00;240.00;240.00;240.00;460.00;470.00;0.00;300.00;224.67;384.67;320.00;0.00;0.00;0.00;0.00;0.00
1763506443.514354;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;320.00;320.00;177.00;711.67;984.00;930.00;1000.00;610.00;240.00;240.00;240.00;460.00;470.00;320.00;300.00;224.67;384.67;470.00;112.33;0.00;0.00;0.00;0.00
1763506443.5148234;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;320.00;320.00;177.00;711.67;984.00;930.00;1000.00;610.00;240.00;240.00;240.00;460.00;470.00;320.00;300.00;224.67;384.67;470.00;112.33;0.00;0.00;0.00;0.00
1763506443.872414;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;560.00;560.00;369.33;904.00;1081.00;930.00;1000.00;760.00;620.00;620.00;620.00;460.00;700.00;320.00;300.00;224.67;384.67;470.00;337.00;0.00;0.00;0.00;150.00
1763506443.8732047;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;560.00;560.00;369.33;904.00;1081.00;930.00;1000.00;760.00;620.00;620.00;620.00;460.00;700.00;320.00;300.00;224.67;384.67;470.00;337.00;0.00;0.00;0.00;150.00
1763506444.1664834;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;870.00;720.00;679.33;1144.00;1321.00;1090.00;1000.00;760.00;620.00;620.00;620.00;572.33;700.00;320.00;300.00;224.67;704.67;780.00;337.00;150.00;0.00;0.00;150.00
1763506444.1670222;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;870.00;720.00;679.33;1144.00;1321.00;1090.00;1000.00;760.00;620.00;620.00;620.00;572.33;700.00;320.00;300.00;224.67;704.67;780.00;337.00;150.00;0.00;0.00;150.00
1763506465.8254516;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;982.33;1152.33;989.33;1454.00;1471.00;1240.00;1150.00;910.00;620.00;620.00;620.00;572.33;700.00;320.00;300.00;449.34;704.67;780.00;797.00;150.00;0.00;0.00;150.00
1763506465.8263083;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;982.33;1152.33;989.33;1454.00;1471.00;1240.00;1150.00;910.00;620.00;620.00;620.00;572.33;700.00;320.00;300.00;449.34;704.67;780.00;797.00;150.00;0.00;0.00;150.00
1763506466.1470447;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;1132.33;1302.33;1379.33;1614.00;1631.00;1390.00;1150.00;910.00;620.00;620.00;620.00;882.33;700.00;320.00;300.00;786.34;864.67;930.00;797.00;150.00;0.00;0.00;150.00
1763506466.1478598;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;1132.33;1302.33;1379.33;1614.00;1631.00;1390.00;1150.00;910.00;620.00;620.00;620.00;882.33;700.00;320.00;300.00;786.34;864.67;930.00;797.00;150.00;0.00;0.00;150.00
1763506466.4893343;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1447.00;1379.33;1614.00;1631.00;1390.00;1150.00;990.00;700.00;1010.00;860.00;882.33;700.00;470.00;300.00;786.34;864.67;930.00;797.00;150.00;0.00;150.00;374.67
1763506466.490154;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1447.00;1379.33;1614.00;1631.00;1390.00;1150.00;990.00;700.00;1010.00;860.00;882.33;700.00;470.00;300.00;786.34;864.67;930.00;797.00;150.00;0.00;150.00;374.67
1763506466.8280568;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1671.67;1849.33;1924.00;1941.00;1700.00;1450.00;990.00;700.00;1010.00;860.00;882.33;700.00;770.00;610.00;898.67;1024.67;930.00;797.00;374.67;0.00;150.00;374.67
1763506466.829278;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1671.67;1849.33;1924.00;1941.00;1700.00;1450.00;990.00;700.00;1010.00;860.00;882.33;700.00;770.00;610.00;898.67;1024.67;930.00;797.00;374.67;0.00;150.00;374.67
1763506467.1541471;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1831.67;2089.33;2164.00;2321.00;1700.00;1450.00;990.00;700.00;1010.00;860.00;1032.33;700.00;770.00;610.00;1011.00;1344.67;930.00;947.00;534.67;0.00;150.00;374.67
1763506467.1549833;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;784.67;1277.00;1831.67;2089.33;2164.00;2321.00;1700.00;1450.00;990.00;700.00;1010.00;860.00;1032.33;700.00;770.00;610.00;1011.00;1344.67;930.00;947.00;534.67;0.00;150.00;374.67
1763506467.476176;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1024.67;1517.00;2024.00;2089.33;2164.00;2471.00;1780.00;1530.00;1220.00;940.00;1250.00;1100.00;1032.33;700.00;920.00;610.00;1235.67;1344.67;930.00;947.00;534.67;0.00;150.00;374.67
1763506467.4770215;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1024.67;1517.00;2024.00;2089.33;2164.00;2471.00;1780.00;1530.00;1220.00;940.00;1250.00;1100.00;1032.33;700.00;920.00;610.00;1235.67;1344.67;930.00;947.00;534.67;0.00;150.00;374.67
1763506485.7342901;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1217.00;1517.00;2024.00;2089.33;2164.00;2471.00;1780.00;1680.00;1370.00;1020.00;1490.00;1292.33;1032.33;700.00;920.00;760.00;1235.67;1344.67;930.00;947.00;534.67;310.00;150.00;374.67
1763506485.7350967;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1217.00;1517.00;2024.00;2089.33;2164.00;2471.00;1780.00;1680.00;1370.00;1020.00;1490.00;1292.33;1032.33;700.00;920.00;760.00;1235.67;1344.67;930.00;947.00;534.67;310.00;150.00;374.67
1763506486.0478575;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1409.33;1741.67;2024.00;2089.33;2164.00;2471.00;1780.00;1680.00;1520.00;1420.00;1880.00;1484.66;1032.33;1020.00;920.00;760.00;1235.67;1344.67;930.00;947.00;534.67;310.00;310.00;374.67
1763506486.048902;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1409.33;1741.67;2024.00;2089.33;2164.00;2471.00;1780.00;1680.00;1520.00;1420.00;1880.00;1484.66;1032.33;1020.00;920.00;760.00;1235.67;1344.67;930.00;947.00;534.67;310.00;310.00;374.67
1763506486.3725865;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1441.66;1806.34;2088.67;2249.33;2324.00;2621.00;1780.00;1830.00;1600.00;1500.00;1912.33;1516.99;1032.33;1020.00;920.00;910.00;1235.67;1344.67;930.00;1267.00;534.67;422.33;310.00;374.67
1763506486.3734608;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1441.66;1806.34;2088.67;2249.33;2324.00;2621.00;1780.00;1830.00;1600.00;1500.00;1912.33;1516.99;1032.33;1020.00;920.00;910.00;1235.67;1344.67;930.00;1267.00;534.67;422.33;310.00;374.67
1763506486.7314956;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1666.33;2046.34;2328.67;2479.33;2554.00;3001.00;2010.00;1830.00;1600.00;1500.00;1912.33;1741.66;1032.33;1020.00;920.00;910.00;1545.67;1344.67;930.00;1267.00;534.67;422.33;534.67;374.67
1763506486.7324438;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1666.33;2046.34;2328.67;2479.33;2554.00;3001.00;2010.00;1830.00;1600.00;1500.00;1912.33;1741.66;1032.33;1020.00;920.00;910.00;1545.67;1344.67;930.00;1267.00;534.67;422.33;534.67;374.67
1763506487.1422296;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1858.66;2046.34;2328.67;2479.33;2554.00;3151.00;2090.00;2060.00;1830.00;1740.00;2152.33;1933.99;1262.33;1340.00;920.00;910.00;1545.67;1344.67;1154.67;1267.00;534.67;422.33;534.67;374.67
1763506487.143279;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1858.66;2046.34;2328.67;2479.33;2554.00;3151.00;2090.00;2060.00;1830.00;1740.00;2152.33;1933.99;1262.33;1340.00;920.00;910.00;1545.67;1344.67;1154.67;1267.00;534.67;422.33;534.67;374.67
1763506487.346405;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1890.99;2111.01;2488.67;2639.33;2714.00;3461.00;2330.00;2300.00;2060.00;1970.00;2232.33;2013.99;1262.33;1340.00;920.00;1230.00;1545.67;1344.67;1154.67;1417.00;759.34;572.33;534.67;374.67
1763506487.3468947;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1890.99;2111.01;2488.67;2639.33;2714.00;3461.00;2330.00;2300.00;2060.00;1970.00;2232.33;2013.99;1262.33;1340.00;920.00;1230.00;1545.67;1344.67;1154.67;1417.00;759.34;572.33;534.67;374.67
1763506507.572302;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;582.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;1890.99;2111.01;2488.67;2789.33;2864.00;3761.00;2570.00;2540.00;2157.00;2067.00;2232.33;2013.99;1572.33;1340.00;1144.67;1550.00;1545.67;1344.67;1154.67;1417.00;759.34;572.33;534.67;374.67
1763506507.5727804;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;582.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;1890.99;2111.01;2488.67;2789.33;2864.00;3761.00;2570.00;2540.00;2157.00;2067.00;2232.33;2013.99;1572.33;1340.00;1144.67;1550.00;1545.67;1344.67;1154.67;1417.00;759.34;572.33;534.67;374.67
1763506507.8968468;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;582.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;1923.32;2143.34;2718.67;3029.33;3104.00;4071.00;2880.00;2700.00;2317.00;2131.67;2264.66;2046.32;1572.33;1340.00;1144.67;1700.00;1545.67;1344.67;1154.67;1417.00;871.67;572.33;534.67;374.67
