crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769963090.315692,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769963209.6176555,2,12,0,0,12,21.2705,0.0000,27.27,0.0000
2,1769963249.886233,2,2,0,0,2,21.5088,0.0000,3.45,0.0000
3,1769963274.177016,2,16,0,0,16,20.3263,0.0000,66.67,0.0000
4,1769964331.8029833,2,7,0,0,7,19.6216,0.0000,15.22,0.0000
5,1769964332.8512323,2,2,0,0,2,21.9447,0.0000,100.00,0.0000
6,1769964333.0119352,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1769964333.0130942,2,4,0,0,4,21.0526,0.0000,200.00,0.0000
8,1769964333.187297,2,2,0,0,2,20.7092,0.0000,50.00,0.0000
9,1769964333.3456979,2,2,0,0,2,20.4714,0.0000,50.00,0.0000
10,1769964333.4329803,2,3,0,0,3,21.1807,0.0000,75.00,0.0000
