crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891888.6674488,2,4,4,0,0,22.4029,0.0000,8.00,0.0000
1,1769891938.647879,2,9,9,0,0,22.4083,0.0000,32.14,0.0000
2,1769891976.607702,2,4,4,0,0,22.8326,0.0000,11.76,0.0000
3,1769892060.0180395,2,10,10,0,0,22.6859,0.0000,23.81,0.0000
4,1769892077.3698823,2,18,18,0,0,22.8312,0.0000,64.29,0.0000
5,1769892095.7780025,2,10,10,0,0,22.0945,0.0000,23.81,0.0000
6,1769892149.248452,2,9,9,0,0,22.0250,0.0000,16.07,0.0000
7,1769892213.2782464,2,8,8,0,0,22.8042,0.0000,16.00,0.0000
8,1769892310.2783222,2,7,7,0,0,22.7919,0.0000,16.67,0.0000
9,1769892430.7774622,2,4,4,0,0,22.3962,0.0000,6.25,0.0000
10,1769892523.9080596,2,5,5,0,0,22.8417,0.0000,9.62,0.0000
11,1769892530.2980092,2,5,5,0,0,22.1523,0.0000,12.50,0.0000
12,1769892654.1175003,2,4,4,0,0,22.7120,0.0000,9.52,0.0000
