crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891706.845127,2,2,0,2,0,42.7308,0.0000,20.00,0.0000
1,1769891796.7651796,2,5,0,5,0,42.1604,0.0000,11.36,0.0000
2,1769891884.614903,2,2,0,2,0,43.3568,0.0000,3.45,0.0000
3,1769891901.585088,2,6,0,6,0,43.2798,0.0000,12.00,0.0000
4,1769891934.115701,2,14,0,14,0,42.7542,0.0000,31.82,0.0000
5,1769891955.145689,2,5,0,5,0,41.1759,0.0000,9.26,0.0000
6,1769891971.3152199,2,5,0,5,0,42.3200,0.0000,10.42,0.0000
7,1769892085.1559782,2,14,0,14,0,42.6629,0.0000,35.00,0.0000
8,1769892144.9766035,2,13,0,13,0,41.6537,0.0000,34.21,0.0000
9,1769892187.5451617,2,2,0,2,0,40.9364,0.0000,3.70,0.0000
10,1769892304.8754928,2,6,0,6,0,42.6270,0.0000,9.68,0.0000
11,1769892353.9266465,2,20,0,20,0,42.8160,0.0000,45.45,0.0000
12,1769892409.0851717,2,5,0,5,0,42.0226,0.0000,11.90,0.0000
13,1769892456.0956826,2,13,0,13,0,42.3269,0.0000,43.33,0.0000
14,1769892544.665039,2,3,0,3,0,41.3926,0.0000,4.69,0.0000
15,1769892554.625725,2,6,0,6,0,43.7380,0.0000,10.00,0.0000
16,1769892556.8560936,2,7,0,7,0,42.0709,0.0000,12.96,0.0000
17,1769892563.5386226,2,4,0,4,0,42.2944,0.0000,5.88,0.0000
18,1769892606.9048123,2,1,0,1,0,41.7658,0.0000,1.52,0.0000
19,1769892617.7755945,2,10,0,10,0,42.4180,0.0000,23.81,0.0000
