crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891674.646078,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769891681.1759496,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1769891727.9276478,2,11,0,11,0,22.2985,0.0000,137.50,0.0000
3,1769891761.0162656,2,2,0,2,0,22.9637,0.0000,6.25,0.0000
4,1769891763.9478526,2,11,0,11,0,22.5365,0.0000,68.75,0.0000
5,1769891854.4275975,2,15,0,15,0,22.6936,0.0000,32.61,0.0000
6,1769891860.1485596,2,19,0,19,0,22.5228,0.0000,45.24,0.0000
7,1769892011.977846,2,19,0,19,0,22.3346,0.0000,59.38,0.0000
8,1769892049.9164174,2,3,0,3,0,22.5255,0.0000,5.00,0.0000
9,1769892056.626892,2,4,0,4,0,22.7688,0.0000,8.00,0.0000
10,1769892078.4863696,2,1,0,1,0,22.1870,0.0000,1.61,0.0000
11,1769892116.4276347,2,16,0,16,0,22.7104,0.0000,50.00,0.0000
12,1769892136.7572424,2,7,0,7,0,22.4847,0.0000,12.96,0.0000
13,1769892206.866314,2,3,0,3,0,22.5044,0.0000,6.82,0.0000
14,1769892256.9865384,2,5,0,5,0,22.5121,0.0000,11.90,0.0000
15,1769892384.6369746,2,4,0,4,0,23.3054,0.0000,7.69,0.0000
16,1769892414.2373362,2,7,0,7,0,22.9194,0.0000,15.91,0.0000
17,1769892540.5714386,2,7,0,7,0,22.1688,0.0000,15.22,0.0000
18,1769892592.84695,2,10,0,10,0,22.6925,0.0000,23.81,0.0000
19,1769892626.6883886,2,15,0,15,0,22.4383,0.0000,50.00,0.0000
