crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769956656.4143007,2,3,3,0,0,29.3180,0.0000,7.50,0.0000
1,1769956765.9357367,2,12,12,0,0,29.3978,0.0000,30.00,0.0000
2,1769956849.5844996,2,5,5,0,0,29.8990,0.0000,11.90,0.0000
3,1769956944.906732,2,20,20,0,0,30.2552,0.0000,47.62,0.0000
4,1769956965.1947052,2,6,6,0,0,29.6256,0.0000,10.71,0.0000
5,1769956972.7651863,2,12,12,0,0,30.5461,0.0000,40.00,0.0000
6,1769956976.074462,2,6,6,0,0,30.2663,0.0000,11.11,0.0000
7,1769956979.0462081,2,13,13,0,0,30.2774,0.0000,34.21,0.0000
8,1769957017.177175,2,21,21,0,0,30.1352,0.0000,95.45,0.0000
9,1769957082.3542986,2,4,4,0,0,29.0817,0.0000,6.45,0.0000
10,1769957086.224874,2,9,9,0,0,28.9800,0.0000,18.00,0.0000
11,1769957090.766252,2,13,13,0,0,30.0773,0.0000,30.95,0.0000
12,1769957145.4049292,2,5,5,0,0,29.9049,0.0000,10.42,0.0000
13,1769957297.4253936,2,9,9,0,0,29.7426,0.0000,22.50,0.0000
14,1769957399.974837,2,4,4,0,0,29.1746,0.0000,7.69,0.0000
15,1769957477.7346277,2,5,5,0,0,29.0559,0.0000,9.26,0.0000
