crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891713.4015937,2,2,0,0,2,39.5304,0.0000,10.00,0.0000
1,1769891761.3824065,2,7,0,0,7,40.1014,0.0000,19.44,0.0000
2,1769891932.3921244,2,4,0,0,4,39.8776,0.0000,8.00,0.0000
3,1769891976.4918828,2,7,0,0,7,39.5706,0.0000,20.59,0.0000
4,1769891988.6420891,2,8,0,0,8,41.5399,0.0000,18.18,0.0000
5,1769891992.181752,2,4,0,0,4,40.4523,0.0000,8.00,0.0000
6,1769891994.8120596,2,9,0,0,9,40.2774,0.0000,17.31,0.0000
7,1769892049.0021338,2,9,0,0,9,40.7301,0.0000,22.50,0.0000
8,1769892050.7221215,2,8,0,0,8,40.1337,0.0000,14.81,0.0000
9,1769892087.4418921,2,6,0,0,6,41.6455,0.0000,16.67,0.0000
10,1769892119.1518514,2,5,0,0,5,40.4038,0.0000,11.36,0.0000
11,1769892137.5820806,2,4,0,0,4,40.8218,0.0000,10.00,0.0000
12,1769892191.851925,2,3,0,0,3,39.8734,0.0000,5.77,0.0000
13,1769892243.4929814,2,10,0,0,10,40.7076,0.0000,20.00,0.0000
14,1769892323.5618868,2,5,0,0,5,41.2336,0.0000,12.50,0.0000
15,1769892482.3521755,2,9,0,0,9,40.1673,0.0000,18.75,0.0000
16,1769892484.5625117,2,12,0,0,12,40.5029,0.0000,35.29,0.0000
17,1769892503.5722468,2,9,0,0,9,39.9713,0.0000,32.14,0.0000
18,1769892550.8316352,2,4,0,0,4,40.6267,0.0000,8.00,0.0000
19,1769892632.401914,2,6,0,0,6,39.9973,0.0000,16.67,0.0000
