crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891667.568325,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769891739.8288455,2,4,0,0,4,3.4840,0.0000,14.29,0.0000
2,1769891757.959091,2,3,0,0,3,4.1146,0.0000,7.14,0.0000
3,1769891784.1590106,2,6,0,0,6,4.0966,0.0000,12.50,0.0000
4,1769891795.0887377,2,3,0,0,3,5.0825,0.0000,4.55,0.0000
5,1769891809.66937,2,5,0,0,5,3.2379,0.0000,7.35,0.0000
6,1769891846.5987155,2,3,0,0,3,4.3015,0.0000,4.41,0.0000
7,1769891858.5894732,2,10,0,0,10,3.7939,0.0000,19.23,0.0000
8,1769891908.4497883,2,8,0,0,8,3.6790,0.0000,15.38,0.0000
9,1769891965.569585,2,6,0,0,6,3.2562,0.0000,16.67,0.0000
10,1769891994.2389631,2,5,0,0,5,2.9654,0.0000,10.00,0.0000
11,1769892059.509225,2,8,0,0,8,3.9097,0.0000,28.57,0.0000
12,1769892074.0886528,2,2,0,0,2,3.5163,0.0000,6.67,0.0000
13,1769892211.099741,2,7,0,0,7,4.1180,0.0000,14.00,0.0000
14,1769892320.6089523,2,5,0,0,5,3.7003,0.0000,9.26,0.0000
15,1769892343.0583336,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1769892356.458774,2,3,0,0,3,3.1738,0.0000,5.17,0.0000
17,1769892418.8891842,2,7,0,0,7,3.1155,0.0000,26.92,0.0000
18,1769892481.8890462,2,6,0,0,6,2.8222,0.0000,13.64,0.0000
19,1769892563.4587686,2,3,0,0,3,2.7764,0.0000,6.00,0.0000
