crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769956647.6320384,2,15,15,0,0,30.5745,0.0000,93.75,0.0000
1,1769956683.8621218,2,12,12,0,0,30.7632,0.0000,40.00,0.0000
2,1769956740.9721158,2,11,11,0,0,31.0012,0.0000,26.19,0.0000
3,1769956792.722092,2,8,8,0,0,30.3835,0.0000,17.39,0.0000
4,1769956844.2115133,2,6,6,0,0,31.8325,0.0000,13.64,0.0000
5,1769956909.6817842,2,5,5,0,0,31.6847,0.0000,10.42,0.0000
6,1769957019.271931,2,4,4,0,0,30.9211,0.0000,7.41,0.0000
7,1769957040.7515576,2,4,4,0,0,30.5180,0.0000,8.70,0.0000
8,1769957103.532043,2,5,5,0,0,32.2225,0.0000,8.62,0.0000
9,1769957128.5014884,2,4,4,0,0,31.2689,0.0000,7.14,0.0000
10,1769957156.522561,2,17,17,0,0,31.1381,0.0000,94.44,0.0000
11,1769957158.702388,2,15,15,0,0,31.4328,0.0000,68.18,0.0000
12,1769957304.5720985,2,13,13,0,0,30.4502,0.0000,34.21,0.0000
13,1769957348.553448,2,14,14,0,0,30.5143,0.0000,36.84,0.0000
14,1769957353.4016356,2,6,6,0,0,31.3688,0.0000,10.71,0.0000
15,1769957362.4626274,2,9,9,0,0,30.9502,0.0000,23.68,0.0000
16,1769957480.1113534,2,3,3,0,0,31.0636,0.0000,7.14,0.0000
