crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769891786.8023818,2,6,0,6,0,43.2844,0.0000,13.04,0.0000
1,1769891835.9327512,2,11,0,11,0,43.2821,0.0000,26.19,0.0000
2,1769891903.3322892,2,2,0,2,0,44.0154,0.0000,3.85,0.0000
3,1769891955.9628482,2,5,0,5,0,43.6414,0.0000,9.26,0.0000
4,1769891992.8324792,2,3,0,3,0,44.7750,0.0000,5.00,0.0000
5,1769892001.7436936,2,21,0,21,0,42.9470,0.0000,65.62,0.0000
6,1769892126.3646314,2,20,0,20,0,43.6173,0.0000,55.56,0.0000
7,1769892261.3529186,2,12,0,12,0,43.8998,0.0000,27.27,0.0000
8,1769892265.5426042,2,9,0,9,0,43.8708,0.0000,16.07,0.0000
9,1769892273.092809,2,11,0,11,0,43.9262,0.0000,22.00,0.0000
10,1769892340.3728795,2,6,0,6,0,44.0080,0.0000,14.29,0.0000
11,1769892380.942256,2,4,0,4,0,43.1230,0.0000,9.09,0.0000
12,1769892420.5822997,2,2,0,2,0,44.0890,0.0000,3.70,0.0000
13,1769892430.542777,2,9,0,9,0,43.4278,0.0000,23.68,0.0000
14,1769892515.573979,2,20,0,20,0,43.8476,0.0000,62.50,0.0000
15,1769892528.2420523,2,2,0,2,0,47.7122,0.0000,4.35,0.0000
16,1769892535.9925838,2,7,0,7,0,43.8685,0.0000,16.67,0.0000
17,1769892540.9023232,2,8,0,8,0,42.7341,0.0000,23.53,0.0000
18,1769892577.363105,2,11,0,11,0,42.8898,0.0000,23.91,0.0000
