crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769987500.5736156,2,6,6,0,0,51.2658,0.0000,100.00,0.0000
1,1769987588.72833,2,16,16,0,0,50.8424,0.0000,88.89,0.0000
2,1769987644.5177152,2,7,7,0,0,52.3838,0.0000,20.59,0.0000
3,1769987662.2984793,2,15,15,0,0,51.9299,0.0000,57.69,0.0000
4,1769987758.1083968,2,12,12,0,0,51.5739,0.0000,40.00,0.0000
5,1769987764.1091015,2,20,20,0,0,51.2836,0.0000,111.11,0.0000
6,1769987774.7576025,2,7,7,0,0,51.8643,0.0000,16.67,0.0000
7,1769987856.9378798,2,9,9,0,0,52.4042,0.0000,40.91,0.0000
8,1769987930.74731,2,12,12,0,0,51.4796,0.0000,40.00,0.0000
9,1769987951.5389643,2,11,11,0,0,51.5790,0.0000,39.29,0.0000
10,1769988018.7576761,2,16,16,0,0,52.2290,0.0000,72.73,0.0000
11,1769988021.4268305,2,7,7,0,0,52.0248,0.0000,18.42,0.0000
12,1769988061.2476976,2,10,10,0,0,51.0803,0.0000,29.41,0.0000
13,1769988120.5591938,2,18,18,0,0,51.4336,0.0000,81.82,0.0000
14,1769988185.6682756,2,11,11,0,0,52.0080,0.0000,34.38,0.0000
15,1769988236.1389291,2,22,22,0,0,51.1267,0.0000,137.50,0.0000
16,1769988299.777567,2,15,15,0,0,51.6371,0.0000,83.33,0.0000
17,1769988409.5875995,2,10,10,0,0,51.2511,0.0000,27.78,0.0000
18,1769988416.0977664,2,16,16,0,0,51.2616,0.0000,72.73,0.0000
