crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769987546.3554301,2,6,6,0,0,52.9533,0.0000,27.27,0.0000
1,1769987600.0462663,2,13,13,0,0,52.1362,0.0000,54.17,0.0000
2,1769987672.0753345,2,8,8,0,0,52.9770,0.0000,23.53,0.0000
3,1769987760.8260684,2,12,12,0,0,53.4965,0.0000,60.00,0.0000
4,1769987811.065953,2,14,14,0,0,52.1639,0.0000,70.00,0.0000
5,1769987837.5045817,2,8,8,0,0,52.2423,0.0000,40.00,0.0000
6,1769987970.425002,2,7,7,0,0,52.1361,0.0000,23.33,0.0000
7,1769987973.225422,2,8,8,0,0,53.1269,0.0000,30.77,0.0000
8,1769988000.3652682,2,14,14,0,0,52.4528,0.0000,58.33,0.0000
9,1769988008.4454215,2,8,8,0,0,52.7499,0.0000,23.53,0.0000
10,1769988082.9052548,2,6,6,0,0,52.0235,0.0000,21.43,0.0000
11,1769988138.205149,2,5,5,0,0,53.1476,0.0000,13.16,0.0000
12,1769988169.0565753,2,20,20,0,0,52.4621,0.0000,71.43,0.0000
13,1769988170.9757698,2,11,11,0,0,52.6270,0.0000,28.95,0.0000
14,1769988204.4751933,2,7,7,0,0,51.6786,0.0000,15.22,0.0000
15,1769988214.1049402,2,10,10,0,0,52.0459,0.0000,45.45,0.0000
16,1769988366.7153742,2,8,8,0,0,51.3472,0.0000,44.44,0.0000
17,1769988376.9257705,2,13,13,0,0,53.0106,0.0000,81.25,0.0000
18,1769988430.3456206,2,9,9,0,0,53.1450,0.0000,34.62,0.0000
