No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759180557.1253524,0,1,0.0234,0.0063,0.0249,18.0,0.0,6.9,None,None,11.139,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2047.5452716297787
0,1759180557.1257508,0.0,1,0.0234,0.0063,0.0249,18.0,0.0,12.16,None,None,9.907,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2047.5452716297787
0,1759180557.1528819,0.0,2,0.0438,0.0125,0.0249,36.0,0.0,7.21,None,None,9.66,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2052.7689212196256
0,1759180557.1531515,0.0,2,0.0438,0.0125,0.0249,36.0,0.0,12.77,None,None,9.867,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2052.7689212196256
0,1759180557.1809378,0.1,3,0.0643,0.0188,0.0249,54.0,0.0,7.12,None,None,12.083,True,None,sfc_cache_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,14.166666666666666,5.5,2057.9925708094725
0,1759180557.181186,0.1,3,0.0643,0.0188,0.0249,54.0,0.0,12.6,None,None,9.895,True,None,sfc_unique_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,14.166666666666666,5.5,2057.9925708094725
0,1759180557.208595,0.1,4,0.0847,0.025,0.0249,72.0,0.0,6.9,None,None,13.618,True,None,sfc_cache_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,14.0,4.125,2063.216220399319
0,1759180557.2088344,0.1,4,0.0847,0.025,0.0249,72.0,0.0,12.16,None,None,10.163,True,None,sfc_unique_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,14.0,4.125,2063.216220399319
0,1759180569.1213517,12.0,6,0.1081,0.0313,0.0499,90.0,0.0,9.12,None,None,13.688,True,None,sfc_cache_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,14.3,6.6,2080.821854202136
0,1759180569.1218443,12.0,6,0.1081,0.0313,0.0499,90.0,0.0,15.61,None,None,15.465,True,None,sfc_unique_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,14.3,6.6,2080.821854202136
