crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438180.1542118,2,0,0,0,0
1,1769438219.7242818,2,8,8,0,0
2,1769438239.5842252,2,13,13,0,0
3,1769438288.6945786,2,24,24,0,0
4,1769438307.3244112,2,15,15,0,0
5,1769438310.864363,2,18,18,0,0
6,1769438315.4442658,2,11,11,0,0
7,1769438318.4042866,2,10,10,0,0
8,1769438353.1241307,2,0,0,0,0
9,1769438355.264252,2,10,10,0,0
10,1769438364.8242931,2,12,12,0,0
11,1769438365.9142241,2,13,13,0,0
12,1769438387.6343837,2,10,10,0,0
13,1769438393.5843449,2,5,5,0,0
14,1769438429.0942733,2,17,17,0,0
15,1769438435.864414,2,19,19,0,0
16,1769438436.9560213,2,10,10,0,0
17,1769438528.9846008,2,25,25,0,0
18,1769438608.4044154,2,21,21,0,0
19,1769438633.2842717,2,13,13,0,0
20,1769438657.096517,2,18,18,0,0
21,1769438662.0671508,2,12,12,0,0
22,1769438666.1043801,2,15,15,0,0
23,1769438690.5254965,2,18,18,0,0
24,1769438691.533711,2,3,3,0,0
25,1769438713.2492838,2,13,13,0,0
26,1769438726.5944028,2,14,14,0,0
27,1769438786.1435914,2,20,20,0,0
28,1769438830.404321,2,10,10,0,0
29,1769438833.0614436,2,12,12,0,0
30,1769438840.5843537,2,16,16,0,0
31,1769438853.1743634,2,17,17,0,0
32,1769438859.9043186,2,10,10,0,0
33,1769438866.2243547,2,6,6,0,0
34,1769438926.3243291,2,13,13,0,0
35,1769438948.254229,2,3,3,0,0
36,1769439008.2743435,2,23,23,0,0
37,1769439071.3444152,2,19,19,0,0
38,1769439072.6958215,2,7,7,0,0
39,1769439079.4529982,2,11,11,0,0
