crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769448059.4361959,2,0,0,0,0
1,1769448102.8562357,2,8,8,0,0
2,1769448122.106296,2,17,17,0,0
3,1769448128.8762798,2,15,15,0,0
4,1769448146.445018,2,11,11,0,0
5,1769448157.2462459,2,12,12,0,0
6,1769448158.7162764,2,13,13,0,0
7,1769448188.3862636,2,13,13,0,0
8,1769448210.156231,2,10,10,0,0
9,1769448220.7462738,2,17,17,0,0
10,1769448287.228809,2,16,16,0,0
11,1769448324.3862603,2,9,9,0,0
12,1769448333.9362512,2,12,12,0,0
13,1769448346.376252,2,14,14,0,0
14,1769448352.1362727,2,15,15,0,0
15,1769448360.2262142,2,6,6,0,0
16,1769448397.906219,2,7,7,0,0
17,1769448419.1262515,2,14,14,0,0
18,1769448452.066392,2,26,26,0,0
19,1769448455.3662233,2,9,9,0,0
20,1769448472.3466022,2,19,19,0,0
21,1769448521.8562562,2,17,17,0,0
22,1769448527.2262874,2,16,16,0,0
23,1769448567.1262293,2,9,9,0,0
24,1769448580.4562588,2,13,13,0,0
25,1769448588.107144,2,16,16,0,0
26,1769448618.1562803,2,18,18,0,0
27,1769448635.3162575,2,11,11,0,0
28,1769448668.3761892,2,4,4,0,0
29,1769448731.976246,2,14,14,0,0
30,1769448796.0462756,2,17,17,0,0
31,1769448797.856895,2,18,18,0,0
32,1769448800.2274354,2,10,10,0,0
33,1769448801.2471778,2,7,7,0,0
34,1769448842.3462167,2,6,6,0,0
35,1769448932.5063074,2,20,20,0,0
36,1769448935.3381474,2,22,22,0,0
37,1769448983.6462622,2,12,12,0,0
38,1769448994.246276,2,15,15,0,0
39,1769449007.1163092,2,15,15,0,0
