crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769446181.3744888,2,0,0,0,0
1,1769446192.124472,2,0,0,0,0
2,1769446207.674467,2,0,0,0,0
3,1769446250.3845308,2,9,9,0,0
4,1769446268.4245558,2,12,12,0,0
5,1769446310.024531,2,10,10,0,0
6,1769446312.15451,2,8,8,0,0
7,1769446322.3945365,2,7,7,0,0
8,1769446394.0245745,2,12,12,0,0
9,1769446427.8045511,2,7,7,0,0
10,1769446448.0045123,2,8,8,0,0
11,1769446472.9544973,2,4,4,0,0
12,1769446493.6045692,2,11,11,0,0
13,1769446494.800472,2,11,11,0,0
14,1769446507.0145633,2,9,9,0,0
15,1769446529.4545026,2,5,5,0,0
16,1769446567.0445423,2,10,10,0,0
17,1769446576.1524823,2,13,13,0,0
18,1769446591.3945107,2,7,7,0,0
19,1769446620.544538,2,7,7,0,0
20,1769446621.5059724,2,5,5,0,0
21,1769446627.784535,2,6,6,0,0
22,1769446635.7545245,2,7,7,0,0
23,1769446641.2045097,2,2,2,0,0
24,1769446663.8344803,2,1,1,0,0
25,1769446803.384644,2,7,7,0,0
26,1769446846.0245576,2,12,12,0,0
27,1769446847.6544945,2,6,6,0,0
28,1769446877.9745815,2,14,14,0,0
29,1769446885.2645416,2,7,7,0,0
30,1769446909.4145348,2,10,10,0,0
31,1769446954.0245173,2,6,6,0,0
32,1769446969.2945492,2,11,11,0,0
33,1769446981.8745608,2,5,5,0,0
34,1769447006.094558,2,10,10,0,0
35,1769447010.6745234,2,6,6,0,0
36,1769447064.2845392,2,12,12,0,0
37,1769447080.8445175,2,6,6,0,0
38,1769447129.3845134,2,6,6,0,0
39,1769447144.7545185,2,8,8,0,0
