crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438172.535594,2,0,0,0,0
1,1769438202.1157095,2,5,4,1,0
2,1769438229.825825,2,19,19,0,0
3,1769438255.0258777,2,22,22,0,0
4,1769438307.2356977,2,16,16,0,0
5,1769438316.3757093,2,17,17,0,0
6,1769438326.505899,2,17,17,0,0
7,1769438334.9758372,2,17,17,0,0
8,1769438337.4343004,2,10,10,0,0
9,1769438418.4159179,2,19,19,0,0
10,1769438430.1658647,2,21,21,0,0
11,1769438432.688973,2,18,18,0,0
12,1769438485.8757768,2,12,12,0,0
13,1769438494.2757378,2,20,20,0,0
14,1769438539.465777,2,14,14,0,0
15,1769438547.9158375,2,19,19,0,0
16,1769438560.1357427,2,14,14,0,0
17,1769438593.5612137,2,13,13,0,0
18,1769438613.4547453,2,20,20,0,0
19,1769438622.7958114,2,15,15,0,0
20,1769438631.4722073,2,16,16,0,0
21,1769438637.0458846,2,16,16,0,0
22,1769438665.5857065,2,6,6,0,0
23,1769438688.001732,2,15,15,0,0
24,1769438694.9658308,2,18,18,0,0
25,1769438722.4057052,2,15,15,0,0
26,1769438779.715854,2,11,11,0,0
27,1769438811.4337685,2,15,15,0,0
28,1769438816.3957834,2,13,13,0,0
29,1769438869.9858587,2,17,17,0,0
30,1769438896.2759123,2,17,17,0,0
31,1769438898.604785,2,8,8,0,0
32,1769438904.2908807,2,18,18,0,0
33,1769438933.6440253,2,19,19,0,0
34,1769438958.8558054,2,14,14,0,0
35,1769439018.675969,2,20,20,0,0
36,1769439041.1758354,2,16,16,0,0
37,1769439076.4958994,2,21,21,0,0
38,1769439115.0559535,2,13,13,0,0
39,1769439125.5014765,2,18,18,0,0
