crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438216.2336912,2,0,0,0,0
1,1769438228.2638211,2,5,4,1,0
2,1769438282.7569985,2,20,20,0,0
3,1769438360.7033775,2,14,14,0,0
4,1769438373.8239858,2,24,24,0,0
5,1769438388.6738837,2,13,13,0,0
6,1769438425.5438905,2,12,12,0,0
7,1769438459.0038164,2,18,18,0,0
8,1769438470.3639622,2,19,19,0,0
9,1769438496.7538903,2,14,14,0,0
10,1769438504.853909,2,16,16,0,0
11,1769438508.9438574,2,11,11,0,0
12,1769438515.9139483,2,13,13,0,0
13,1769438516.9220943,2,0,0,0,0
14,1769438571.4239113,2,16,16,0,0
15,1769438574.964171,2,11,11,0,0
16,1769438622.5338936,2,13,13,0,0
17,1769438652.244034,2,19,19,0,0
18,1769438657.5538733,2,12,12,0,0
19,1769438697.3038204,2,7,7,0,0
20,1769438699.573877,2,8,8,0,0
21,1769438710.7235808,2,12,12,0,0
22,1769438743.123816,2,7,7,0,0
23,1769438744.3243546,2,7,7,0,0
24,1769438788.7439268,2,12,12,0,0
25,1769438797.9586914,2,17,17,0,0
26,1769438820.0140662,2,28,28,0,0
27,1769438821.2265928,2,8,8,0,0
28,1769438848.4939163,2,16,16,0,0
29,1769438901.593211,2,21,21,0,0
30,1769438948.1339612,2,19,19,0,0
31,1769438954.2038782,2,19,19,0,0
32,1769438964.9139323,2,16,16,0,0
33,1769438974.813859,2,19,19,0,0
34,1769438995.9540493,2,14,14,0,0
35,1769438998.6325586,2,11,11,0,0
36,1769439018.4438162,2,14,14,0,0
37,1769439038.8439984,2,12,12,0,0
38,1769439070.6540387,2,24,24,0,0
39,1769439132.5372355,2,22,22,0,0
