crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769448162.726254,2,10,10,0,0
1,1769448212.7363555,2,26,26,0,0
2,1769448244.2663708,2,19,19,0,0
3,1769448270.046262,2,16,16,0,0
4,1769448324.2351215,2,15,15,0,0
5,1769448325.446919,2,15,15,0,0
6,1769448354.026287,2,17,17,0,0
7,1769448370.776056,2,21,21,0,0
8,1769448396.2562506,2,14,14,0,0
9,1769448402.3962631,2,11,11,0,0
10,1769448414.376245,2,14,14,0,0
11,1769448428.086278,2,15,15,0,0
12,1769448432.0362334,2,11,11,0,0
13,1769448439.486241,2,10,10,0,0
14,1769448443.0261955,2,3,3,0,0
15,1769448466.8762302,2,9,9,0,0
16,1769448476.0562615,2,11,11,0,0
17,1769448506.4776769,2,20,20,0,0
18,1769448568.2358413,2,21,21,0,0
19,1769448578.4562957,2,18,18,0,0
20,1769448591.5462677,2,15,15,0,0
21,1769448594.2162263,2,13,13,0,0
22,1769448616.70623,2,9,9,0,0
23,1769448655.476318,2,21,21,0,0
24,1769448707.5863063,2,21,21,0,0
25,1769448736.9762692,2,15,15,0,0
26,1769448747.7062354,2,12,12,0,0
27,1769448769.6263216,2,18,18,0,0
28,1769448780.0462368,2,12,12,0,0
29,1769448783.015532,2,11,11,0,0
30,1769448809.036209,2,6,6,0,0
31,1769448823.406264,2,10,10,0,0
32,1769448830.1862843,2,17,17,0,0
33,1769448849.046252,2,13,13,0,0
34,1769448878.8570874,2,15,15,0,0
35,1769448951.7763383,2,20,20,0,0
36,1769448982.5562663,2,14,14,0,0
37,1769449015.5476966,2,17,17,0,0
38,1769449046.026221,2,7,7,0,0
39,1769449084.1863031,2,19,19,0,0
