crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769446012.9726648,2,2,2,0,0
1,1769446013.5335393,2,1,1,0,0
2,1769446029.4134724,2,1,1,0,0
3,1769446062.8835208,2,8,8,0,0
4,1769446079.5635335,2,7,7,0,0
5,1769446092.2834759,2,1,1,0,0
6,1769446120.5735438,2,11,11,0,0
7,1769446122.9534957,2,3,3,0,0
8,1769446167.9535182,2,4,4,0,0
9,1769446170.7835906,2,12,12,0,0
10,1769446194.7435572,2,4,4,0,0
11,1769446195.1792967,2,5,5,0,0
12,1769446198.3435879,2,12,12,0,0
13,1769446212.013579,2,7,7,0,0
14,1769446239.3435287,2,7,7,0,0
15,1769446240.9135153,2,5,5,0,0
16,1769446262.5234985,2,1,1,0,0
17,1769446282.053596,2,12,12,0,0
18,1769446302.2035236,2,7,7,0,0
19,1769446374.3335116,2,9,9,0,0
20,1769446465.573557,2,10,10,0,0
21,1769446493.853615,2,2,2,0,0
22,1769446503.8135693,2,12,12,0,0
23,1769446517.073559,2,11,11,0,0
24,1769446544.5035481,2,9,9,0,0
25,1769446582.3266704,2,8,8,0,0
26,1769446583.3564284,2,9,9,0,0
27,1769446641.6335535,2,10,10,0,0
28,1769446663.2135541,2,8,8,0,0
29,1769446668.463535,2,6,6,0,0
30,1769446775.023583,2,10,10,0,0
31,1769446783.4035423,2,7,7,0,0
32,1769446785.8752396,2,15,15,0,0
33,1769446832.1335447,2,6,6,0,0
34,1769446834.1086323,2,9,9,0,0
35,1769446878.1735225,2,7,7,0,0
36,1769446880.1710057,2,6,6,0,0
37,1769446887.33355,2,10,10,0,0
38,1769446913.7035592,2,1,1,0,0
39,1769446967.7235548,2,7,7,0,0
