crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438297.0655978,2,19,19,0,0
1,1769438301.5755389,2,16,16,0,0
2,1769438333.0655336,2,18,18,0,0
3,1769438335.4600375,2,11,11,0,0
4,1769438341.1254807,2,20,20,0,0
5,1769438381.2855399,2,15,15,0,0
6,1769438383.7104442,2,14,14,0,0
7,1769438438.7219493,2,19,19,0,0
8,1769438443.1290905,2,10,10,0,0
9,1769438447.7756395,2,17,17,0,0
10,1769438451.085574,2,14,14,0,0
11,1769438471.9154055,2,3,3,0,0
12,1769438507.0255468,2,15,15,0,0
13,1769438508.1405246,2,9,9,0,0
14,1769438545.6454074,2,3,3,0,0
15,1769438610.3754854,2,20,20,0,0
16,1769438611.8325472,2,12,12,0,0
17,1769438614.4143937,2,16,16,0,0
18,1769438659.6355417,2,18,18,0,0
19,1769438686.6455815,2,18,18,0,0
20,1769438703.4555492,2,15,15,0,0
21,1769438724.1754591,2,17,17,0,0
22,1769438757.8255754,2,18,18,0,0
23,1769438759.0934803,2,13,13,0,0
24,1769438772.8958783,2,17,17,0,0
25,1769438800.3355727,2,17,17,0,0
26,1769438801.5810063,2,9,9,0,0
27,1769438830.845769,2,14,14,0,0
28,1769438929.3255723,2,20,20,0,0
29,1769438942.765482,2,21,21,0,0
30,1769438952.1980145,2,16,16,0,0
31,1769438957.1572423,2,14,14,0,0
32,1769438976.3955743,2,12,12,0,0
33,1769438982.9755504,2,8,8,0,0
34,1769438993.6070688,2,12,12,0,0
35,1769438994.8298268,2,6,6,0,0
36,1769439095.4522107,2,15,15,0,0
37,1769439107.3155427,2,15,15,0,0
38,1769439185.5554595,2,15,15,0,0
