crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438237.1834376,2,6,3,3,0
1,1769438265.6234376,2,19,19,0,0
2,1769438360.4335446,2,17,17,0,0
3,1769438361.821771,2,15,15,0,0
4,1769438410.763417,2,16,16,0,0
5,1769438451.0736864,2,22,22,0,0
6,1769438502.6462061,2,23,23,0,0
7,1769438515.9203854,2,21,21,0,0
8,1769438550.67342,2,16,16,0,0
9,1769438565.5859725,2,15,15,0,0
10,1769438568.7601736,2,15,15,0,0
11,1769438587.2154353,2,14,14,0,0
12,1769438613.9636145,2,16,16,0,0
13,1769438652.0734975,2,13,13,0,0
14,1769438664.3936005,2,23,23,0,0
15,1769438669.1931596,2,19,19,0,0
16,1769438670.2021344,2,16,16,0,0
17,1769438676.463366,2,4,4,0,0
18,1769438686.5733848,2,2,2,0,0
19,1769438711.333524,2,7,7,0,0
20,1769438713.9634743,2,6,6,0,0
21,1769438817.0136645,2,20,20,0,0
22,1769438867.127139,2,11,11,0,0
23,1769438870.0834992,2,12,12,0,0
24,1769438872.4734278,2,15,15,0,0
25,1769438879.4834182,2,6,6,0,0
26,1769438979.8735688,2,20,20,0,0
27,1769439005.563572,2,21,21,0,0
28,1769439009.418052,2,23,23,0,0
29,1769439039.5834184,2,9,9,0,0
30,1769439047.7641933,2,14,14,0,0
31,1769439054.6435122,2,18,18,0,0
32,1769439059.562595,2,8,8,0,0
33,1769439066.3033516,2,6,6,0,0
34,1769439072.8333182,2,3,3,0,0
35,1769439132.4635797,2,20,20,0,0
36,1769439141.4752991,2,19,19,0,0
37,1769439148.4934893,2,16,16,0,0
38,1769439156.8035293,2,9,9,0,0
