crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438155.1243517,2,0,0,0,0
1,1769438184.8244185,2,7,7,0,0
2,1769438185.9220138,2,8,8,0,0
3,1769438191.654482,2,14,14,0,0
4,1769438193.7180395,2,16,16,0,0
5,1769438212.6143413,2,1,1,0,0
6,1769438266.6545687,2,21,21,0,0
7,1769438286.08448,2,15,15,0,0
8,1769438287.4018438,2,1,1,0,0
9,1769438290.9490366,2,13,13,0,0
10,1769438312.0143695,2,6,6,0,0
11,1769438340.0944457,2,10,10,0,0
12,1769438366.6036882,2,13,13,0,0
13,1769438389.6666758,2,13,13,0,0
14,1769438474.9144886,2,14,14,0,0
15,1769438488.2545557,2,20,20,0,0
16,1769438491.792898,2,14,14,0,0
17,1769438555.194615,2,18,18,0,0
18,1769438577.154661,2,16,16,0,0
19,1769438592.6046588,2,16,16,0,0
20,1769438665.8745682,2,13,13,0,0
21,1769438683.324573,2,19,19,0,0
22,1769438686.734848,2,19,19,0,0
23,1769438706.6245034,2,14,14,0,0
24,1769438710.7961195,2,9,9,0,0
25,1769438723.8764532,2,13,13,0,0
26,1769438725.0586247,2,10,10,0,0
27,1769438772.2745292,2,16,16,0,0
28,1769438806.434581,2,22,22,0,0
29,1769438828.9943967,2,7,7,0,0
30,1769438832.3393233,2,21,21,0,0
31,1769438848.4940443,2,24,24,0,0
32,1769438895.9453647,2,23,23,0,0
33,1769438910.9044008,2,17,17,0,0
34,1769438926.6759393,2,14,14,0,0
35,1769438935.6698809,2,8,8,0,0
36,1769438947.4044733,2,12,12,0,0
37,1769438960.264492,2,4,4,0,0
38,1769439015.0744605,2,21,21,0,0
39,1769439021.7045162,2,16,16,0,0
