crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438206.4956021,2,13,13,0,0
1,1769438223.2875848,2,13,13,0,0
2,1769438231.8655849,2,14,14,0,0
3,1769438243.3655038,2,9,9,0,0
4,1769438260.0955417,2,13,13,0,0
5,1769438270.0356607,2,21,21,0,0
6,1769438281.6054513,2,2,2,0,0
7,1769438312.7755675,2,12,12,0,0
8,1769438320.7465994,2,11,11,0,0
9,1769438344.4465926,2,8,8,0,0
10,1769438404.4270408,2,15,15,0,0
11,1769438410.0857153,2,27,27,0,0
12,1769438463.8156304,2,11,11,0,0
13,1769438476.3455894,2,14,14,0,0
14,1769438482.9756124,2,17,17,0,0
15,1769438485.743712,2,4,4,0,0
16,1769438508.5255024,2,15,15,0,0
17,1769438553.7158284,2,20,20,0,0
18,1769438568.295848,2,13,13,0,0
19,1769438592.545626,2,17,17,0,0
20,1769438674.3056614,2,20,20,0,0
21,1769438681.1957927,2,14,14,0,0
22,1769438687.435612,2,15,15,0,0
23,1769438716.2455988,2,16,16,0,0
24,1769438738.8110924,2,19,19,0,0
25,1769438775.7254863,2,11,11,0,0
26,1769438788.0595949,2,15,15,0,0
27,1769438849.178519,2,17,17,0,0
28,1769438852.7165895,2,12,12,0,0
29,1769438883.7658913,2,22,22,0,0
30,1769438898.4283278,2,14,14,0,0
31,1769438903.0596457,2,15,15,0,0
32,1769439042.3056939,2,21,21,0,0
33,1769439046.3275383,2,16,16,0,0
34,1769439049.639533,2,14,14,0,0
35,1769439071.1485655,2,4,4,0,0
36,1769439083.2870476,2,9,9,0,0
37,1769439119.6757271,2,17,17,0,0
38,1769439128.964603,2,19,19,0,0
39,1769439131.6439953,2,17,17,0,0
