crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769446086.8122091,2,13,13,0,0
1,1769446092.3221483,2,8,8,0,0
2,1769446096.4621758,2,11,11,0,0
3,1769446098.6329541,2,6,6,0,0
4,1769446130.5121596,2,6,6,0,0
5,1769446138.7621467,2,7,7,0,0
6,1769446157.9222548,2,11,11,0,0
7,1769446159.1936228,2,7,7,0,0
8,1769446168.9821367,2,4,4,0,0
9,1769446184.2721303,2,3,3,0,0
10,1769446242.0721562,2,7,7,0,0
11,1769446244.7721992,2,8,8,0,0
12,1769446254.5921752,2,12,12,0,0
13,1769446286.4721427,2,5,5,0,0
14,1769446298.5221663,2,8,8,0,0
15,1769446307.9321911,2,13,13,0,0
16,1769446312.5421462,2,6,6,0,0
17,1769446316.2221801,2,7,7,0,0
18,1769446323.9221241,2,2,2,0,0
19,1769446332.2122176,2,5,5,0,0
20,1769446385.842203,2,13,13,0,0
21,1769446393.2721941,2,13,13,0,0
22,1769446493.2121396,2,7,7,0,0
23,1769446537.930618,2,10,10,0,0
24,1769446548.292193,2,14,14,0,0
25,1769446576.072172,2,9,9,0,0
26,1769446638.632124,2,5,5,0,0
27,1769446643.8021486,2,7,7,0,0
28,1769446687.2121809,2,9,9,0,0
29,1769446691.103554,2,7,7,0,0
30,1769446731.3151765,2,8,8,0,0
31,1769446756.3021865,2,7,7,0,0
32,1769446841.5121727,2,8,8,0,0
33,1769446854.37217,2,9,9,0,0
34,1769446879.1821818,2,10,10,0,0
35,1769446895.2221723,2,9,9,0,0
36,1769446896.292839,2,11,11,0,0
37,1769446963.0521336,2,5,5,0,0
38,1769446969.3021336,2,4,4,0,0
