crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438192.7612598,2,0,0,0,0
1,1769438199.5212302,2,0,0,0,0
2,1769438203.8712833,2,0,0,0,0
3,1769438234.7469192,2,8,8,0,0
4,1769438264.8514018,2,15,15,0,0
5,1769438304.6232364,2,19,19,0,0
6,1769438324.6116214,2,26,26,0,0
7,1769438355.0816476,2,16,16,0,0
8,1769438357.4031768,2,17,17,0,0
9,1769438363.651399,2,14,14,0,0
10,1769438380.2412348,2,7,7,0,0
11,1769438388.8900864,2,9,9,0,0
12,1769438393.5415378,2,13,13,0,0
13,1769438407.8513536,2,4,4,0,0
14,1769438445.5914702,2,17,17,0,0
15,1769438448.901428,2,12,12,0,0
16,1769438480.1503758,2,20,20,0,0
17,1769438558.2314212,2,16,16,0,0
18,1769438566.0921495,2,15,15,0,0
19,1769438624.52161,2,22,22,0,0
20,1769438638.9216042,2,25,25,0,0
21,1769438665.3914104,2,13,13,0,0
22,1769438679.591578,2,19,19,0,0
23,1769438686.088437,2,16,16,0,0
24,1769438691.361383,2,13,13,0,0
25,1769438734.1513884,2,10,10,0,0
26,1769438738.9214647,2,18,18,0,0
27,1769438758.991404,2,16,16,0,0
28,1769438767.4413497,2,8,8,0,0
29,1769438823.6523874,2,14,14,0,0
30,1769438869.051452,2,19,19,0,0
31,1769438900.3013942,2,13,13,0,0
32,1769438914.6813483,2,16,16,0,0
33,1769438925.8713095,2,14,14,0,0
34,1769438937.7514505,2,18,18,0,0
35,1769438950.6170733,2,10,10,0,0
36,1769439006.8915937,2,24,24,0,0
37,1769439077.711473,2,11,11,0,0
38,1769439109.01007,2,13,13,0,0
