crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769446026.7517657,2,0,0,0,0
1,1769446029.3317466,2,0,0,0,0
2,1769446032.471733,2,0,0,0,0
3,1769446035.631732,2,0,0,0,0
4,1769446087.7718067,2,3,3,0,0
5,1769446106.053417,2,5,5,0,0
6,1769446110.3417926,2,7,7,0,0
7,1769446180.6818607,2,13,13,0,0
8,1769446197.1582587,2,5,5,0,0
9,1769446217.181755,2,1,1,0,0
10,1769446224.3918386,2,9,9,0,0
11,1769446228.651794,2,6,6,0,0
12,1769446243.9518116,2,10,10,0,0
13,1769446297.2585547,2,9,9,0,0
14,1769446303.5318556,2,15,15,0,0
15,1769446316.5318058,2,7,7,0,0
16,1769446357.211785,2,4,4,0,0
17,1769446426.7042916,2,11,11,0,0
18,1769446469.0518036,2,9,9,0,0
19,1769446474.661814,2,10,10,0,0
20,1769446477.01615,2,9,9,0,0
21,1769446478.4592597,2,11,11,0,0
22,1769446538.621811,2,5,5,0,0
23,1769446540.1518335,2,11,11,0,0
24,1769446562.6717634,2,1,1,0,0
25,1769446581.2818184,2,6,6,0,0
26,1769446591.8518367,2,14,14,0,0
27,1769446611.7967055,2,8,8,0,0
28,1769446630.3701768,2,9,9,0,0
29,1769446664.6876836,2,4,4,0,0
30,1769446685.2518477,2,14,14,0,0
31,1769446754.7818208,2,9,9,0,0
32,1769446772.3818424,2,13,13,0,0
33,1769446798.831808,2,8,8,0,0
34,1769446805.1917942,2,6,6,0,0
35,1769446853.531809,2,9,9,0,0
36,1769446856.6162531,2,8,8,0,0
37,1769446934.681837,2,10,10,0,0
38,1769446940.1418037,2,5,5,0,0
39,1769446998.7318463,2,9,9,0,0
