crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438165.9212334,2,15,15,0,0
1,1769438224.0743823,2,23,23,0,0
2,1769438228.8313186,2,20,20,0,0
3,1769438231.2235749,2,15,15,0,0
4,1769438255.3612206,2,18,18,0,0
5,1769438275.5412958,2,22,22,0,0
6,1769438299.9613323,2,16,16,0,0
7,1769438327.3112848,2,21,21,0,0
8,1769438355.1012566,2,19,19,0,0
9,1769438399.5913827,2,20,20,0,0
10,1769438404.8512173,2,15,15,0,0
11,1769438430.764582,2,9,9,0,0
12,1769438493.5512245,2,14,14,0,0
13,1769438504.071281,2,20,20,0,0
14,1769438511.9714081,2,26,26,0,0
15,1769438516.3179717,2,12,12,0,0
16,1769438545.7211077,2,5,5,0,0
17,1769438550.6512632,2,18,18,0,0
18,1769438568.541337,2,14,14,0,0
19,1769438591.731122,2,14,14,0,0
20,1769438622.0612543,2,18,18,0,0
21,1769438740.4078085,2,21,21,0,0
22,1769438779.884814,2,11,11,0,0
23,1769438784.061152,2,17,17,0,0
24,1769438786.6846886,2,11,11,0,0
25,1769438802.671218,2,13,13,0,0
26,1769438823.621227,2,6,6,0,0
27,1769438832.4812782,2,13,13,0,0
28,1769438833.5713193,2,9,9,0,0
29,1769438836.0644815,2,8,8,0,0
30,1769438860.3810701,2,9,9,0,0
31,1769438898.401259,2,9,9,0,0
32,1769438920.9111967,2,12,12,0,0
33,1769438954.5312784,2,17,17,0,0
34,1769438975.181253,2,14,14,0,0
35,1769439034.0034654,2,20,20,0,0
36,1769439056.4812841,2,20,20,0,0
37,1769439087.8713963,2,16,16,0,0
38,1769439094.674868,2,19,19,0,0
