crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769438259.98035,2,0,0,0,0
1,1769438374.1405354,2,19,19,0,0
2,1769438401.7604015,2,16,16,0,0
3,1769438418.980437,2,9,9,0,0
4,1769438445.4303436,2,8,8,0,0
5,1769438459.1905024,2,14,14,0,0
6,1769438500.5504382,2,11,11,0,0
7,1769438509.7405245,2,23,23,0,0
8,1769438527.1106956,2,19,19,0,0
9,1769438533.2604878,2,5,5,0,0
10,1769438601.4945893,2,23,23,0,0
11,1769438647.6242669,2,14,14,0,0
12,1769438675.0918036,2,18,18,0,0
13,1769438706.630589,2,22,22,0,0
14,1769438721.9504259,2,18,18,0,0
15,1769438759.0205283,2,11,11,0,0
16,1769438773.8404977,2,15,15,0,0
17,1769438782.368873,2,26,26,0,0
18,1769438783.5214145,2,6,6,0,0
19,1769438802.8503969,2,6,6,0,0
20,1769438832.8539093,2,16,16,0,0
21,1769438839.4607089,2,18,18,0,0
22,1769438915.5505633,2,20,20,0,0
23,1769438945.7879584,2,15,15,0,0
24,1769438971.9402654,2,16,16,0,0
25,1769438988.4604404,2,19,19,0,0
26,1769439008.4150894,2,16,16,0,0
27,1769439047.280561,2,18,18,0,0
28,1769439052.0772634,2,12,12,0,0
29,1769439063.2705717,2,19,19,0,0
30,1769439110.0208611,2,20,20,0,0
31,1769439116.6806388,2,18,18,0,0
32,1769439144.8925602,2,12,12,0,0
33,1769439149.6818419,2,10,10,0,0
34,1769439173.5745397,2,13,13,0,0
35,1769439175.0339525,2,6,6,0,0
36,1769439187.040512,2,15,15,0,0
37,1769439189.8104274,2,10,10,0,0
38,1769439208.8304033,2,4,4,0,0
39,1769439210.2216077,2,3,3,0,0
