crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769447005.253417,2,0,0,0,0
1,1769447045.6434727,2,13,13,0,0
2,1769447065.3534708,2,8,8,0,0
3,1769447072.6034622,2,13,13,0,0
4,1769447073.777337,2,13,13,0,0
5,1769447141.7734542,2,8,8,0,0
6,1769447148.123443,2,9,9,0,0
7,1769447196.4134333,2,9,9,0,0
8,1769447203.60346,2,13,13,0,0
9,1769447206.7434328,2,11,11,0,0
10,1769447210.6334505,2,11,11,0,0
11,1769447250.513462,2,11,11,0,0
12,1769447256.7434528,2,10,10,0,0
13,1769447348.0334985,2,17,17,0,0
14,1769447405.2934074,2,9,9,0,0
15,1769447448.2634676,2,15,15,0,0
16,1769447455.3352206,2,13,13,0,0
17,1769447481.6234376,2,10,10,0,0
18,1769447523.8056974,2,13,13,0,0
19,1769447525.024826,2,15,15,0,0
20,1769447533.2434583,2,10,10,0,0
21,1769447576.94345,2,12,12,0,0
22,1769447589.383443,2,8,8,0,0
23,1769447596.723477,2,15,15,0,0
24,1769447631.3634217,2,7,7,0,0
25,1769447672.110019,2,11,11,0,0
26,1769447723.893506,2,19,19,0,0
27,1769447758.2992532,2,12,12,0,0
28,1769447774.8434675,2,8,8,0,0
29,1769447781.435433,2,13,13,0,0
30,1769447814.553416,2,11,11,0,0
31,1769447849.9234076,2,3,3,0,0
32,1769447854.423457,2,11,11,0,0
33,1769447862.8834915,2,16,16,0,0
34,1769447874.2433631,2,0,0,0,0
35,1769447889.3334353,2,8,8,0,0
36,1769447892.042616,2,21,21,0,0
37,1769447909.253456,2,8,8,0,0
38,1769447943.3135004,2,14,14,0,0
39,1769447958.4780715,2,14,14,0,0
