crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771182576.0117085,2,2,0,0,2,4.8015,4.3482,5.00,-0.4533
1,1771182681.6018608,2,2,0,0,2,4.0113,3.2590,4.17,-0.7524
2,1771182832.4116437,2,3,0,0,3,3.8359,3.9470,6.25,0.1111
3,1771183008.0114274,2,1,0,0,1,3.6410,2.8269,2.08,-0.8141
4,1771183079.8918898,2,2,0,0,2,4.0531,4.5064,4.17,0.4533
