crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770737527.4701295,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770737586.5301745,2,1,0,0,1,0.9532,0.0000,1.89,0.0000
2,1770737603.5106618,2,2,0,0,2,6.5750,0.0000,2.78,0.0000
3,1770737610.8905826,2,5,0,0,5,0.3237,0.0000,6.85,0.0000
4,1770737701.9008846,2,6,0,0,6,8.0078,0.0000,6.32,0.0000
5,1770737792.3109548,2,12,0,0,12,3.4366,0.0000,8.63,0.0000
6,1770737796.650948,2,15,0,0,15,6.9930,0.0000,11.90,0.0000
7,1770737813.810294,2,2,0,0,2,0.2485,0.0000,1.83,0.0000
8,1770737818.960361,2,10,0,0,10,5.6265,0.0000,6.33,0.0000
9,1770737973.2010183,2,13,0,0,13,5.4068,0.0000,8.97,0.0000
10,1770737997.0506823,2,12,0,0,12,1.4387,0.0000,8.45,0.0000
11,1770738027.870379,2,9,0,0,9,1.1095,0.0000,6.87,0.0000
12,1770738086.1012464,2,11,0,0,11,4.7848,0.0000,8.73,0.0000
13,1770738366.8019826,2,18,0,0,18,8.1127,11.5393,19.35,0.0000
