crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770747037.0727007,2,16,0,16,0,26.5308,0.0000,0.00,0.0000
1,1770747099.1041603,2,20,0,20,0,26.4416,26.5575,111.11,0.0000
2,1770747104.303022,2,14,0,14,0,25.7524,0.0000,58.33,0.0000
3,1770747150.9520426,2,3,0,3,0,26.4325,0.0000,7.14,0.0000
4,1770747159.391923,2,5,0,5,0,25.9381,0.0000,11.90,0.0000
5,1770747241.4218655,2,3,0,3,0,27.3115,0.0000,7.14,0.0000
6,1770747295.103765,2,13,0,13,0,26.2039,26.7725,43.33,0.4433
7,1770747321.6428595,2,7,0,7,0,26.5563,0.0000,25.00,0.0000
8,1770747440.4853566,2,20,0,20,0,26.3227,26.9395,71.43,0.2377
9,1770747465.5734584,2,11,0,11,0,26.6515,0.0000,28.95,0.0000
10,1770747492.4023092,2,6,0,6,0,27.2637,27.7087,13.04,0.4861
11,1770747541.9227235,2,14,0,14,0,26.2310,27.0894,46.67,0.7876
12,1770747590.093199,2,7,0,7,0,26.4093,0.0000,26.92,0.0000
13,1770747602.742416,2,6,0,6,0,26.6605,0.0000,20.00,0.0000
14,1770747650.0523958,2,8,0,8,0,26.7438,28.2085,20.00,1.1847
15,1770747656.8735318,2,18,0,18,0,26.9417,27.3656,64.29,0.6864
16,1770747677.2327342,2,18,0,18,0,26.3330,0.0000,52.94,0.0000
17,1770747731.2415226,2,1,0,1,0,27.5792,26.8301,2.08,-0.7491
18,1770747785.1842005,2,20,0,20,0,26.6391,26.7499,71.43,0.5116
19,1770747816.2719502,2,5,0,5,0,26.4369,0.0000,11.90,0.0000
20,1770747864.1731474,2,9,0,9,0,26.3662,0.0000,26.47,0.0000
21,1770747910.6520617,2,6,0,6,0,27.0838,27.0831,13.64,-0.1720
