crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770737522.718438,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770737524.8484244,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1770737641.991484,2,18,0,18,0,4.4312,5.8288,43.90,0.8596
3,1770737648.0592313,2,9,0,9,0,4.0330,5.7645,13.24,0.3964
4,1770737769.5106204,2,28,0,28,0,4.2541,5.8256,42.42,0.5965
5,1770737803.0185876,2,2,0,2,0,4.5891,6.8605,3.57,0.7266
6,1770737842.180459,2,17,0,17,0,4.4907,0.0000,43.59,0.0000
7,1770737851.951165,2,16,0,16,0,3.1652,6.5302,34.78,1.1083
8,1770737946.0405416,2,26,0,26,0,4.2198,0.0000,68.42,0.0000
9,1770738005.0095882,2,12,0,12,0,2.5470,4.4431,34.29,0.0339
10,1770738037.948952,2,7,0,7,0,2.5220,0.0000,10.00,0.0000
11,1770738040.7174006,2,21,0,21,0,4.0164,0.0000,87.50,0.0000
12,1770738255.878895,2,8,0,8,0,1.9333,0.0000,6.67,0.0000
13,1770738317.9904623,2,25,0,25,0,3.2617,0.0000,23.36,0.0000
14,1770738322.0505185,2,30,0,30,0,2.9834,5.5432,71.43,1.5703
15,1770738346.779244,2,22,0,22,0,1.5560,0.0000,23.66,0.0000
16,1770738378.3488874,2,11,0,11,0,2.1574,0.0000,10.09,0.0000
17,1770738424.238921,2,22,0,22,0,0.9138,0.0000,23.16,0.0000
18,1770738433.799042,2,21,0,21,0,2.1661,0.0000,19.27,0.0000
19,1770738437.3703895,2,14,0,14,0,1.6097,0.0000,18.42,0.0000
20,1770738472.5890791,2,21,0,21,0,1.2246,0.0000,20.39,0.0000
21,1770738495.2615752,2,43,0,43,0,3.7688,0.0000,130.30,0.0000
