crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769383099.7027097,2,0,0,0,0
1,1769383114.7823236,2,0,0,0,0
2,1769383119.862278,2,0,0,0,0
3,1769383167.1727588,2,0,0,0,0
4,1769383193.0722506,2,3,3,0,0
5,1769383205.6522815,2,1,1,0,0
6,1769383216.8628464,2,1,1,0,0
7,1769383261.102408,2,1,1,0,0
8,1769383299.1624484,2,4,3,1,0
9,1769383328.332236,2,0,0,0,0
10,1769383342.8924718,2,6,2,1,3
11,1769383373.1023238,2,3,3,0,0
12,1769383374.1521041,2,10,9,1,0
13,1769383395.412131,2,0,0,0,0
14,1769383417.8322008,2,2,2,0,0
15,1769383431.812424,2,2,2,0,0
16,1769383436.2921228,2,1,1,0,0
17,1769383442.5235348,2,4,1,1,2
18,1769383458.5843601,2,1,1,0,0
19,1769383467.7723527,2,1,1,0,0
20,1769383475.6421783,2,2,2,0,0
21,1769383480.5859392,2,2,1,0,1
22,1769383493.9424195,2,1,1,0,0
23,1769383549.742339,2,1,1,0,0
24,1769383564.0822701,2,3,3,0,0
25,1769383581.852716,2,1,1,0,0
26,1769383588.733298,2,6,3,3,0
27,1769383591.9528108,2,1,1,0,0
28,1769383614.6602736,2,0,0,0,0
29,1769383632.7503262,2,8,6,0,2
30,1769383674.485037,2,2,2,0,0
31,1769383687.5918767,2,2,2,0,0
32,1769383699.3326118,2,1,1,0,0
33,1769383714.6521647,2,0,0,0,0
34,1769383751.2126017,2,9,6,1,2
35,1769383757.202553,2,1,1,0,0
36,1769383771.0723193,2,2,2,0,0
37,1769383796.8826764,2,3,2,1,0
38,1769383820.6528397,2,0,0,0,0
39,1769383864.9265757,2,1,1,0,0
40,1769383914.3624265,2,4,4,0,0
41,1769383934.022532,2,1,1,0,0
42,1769383969.5427501,2,0,0,0,0
43,1769383985.562142,2,1,1,0,0
44,1769383990.5726178,2,1,1,0,0
45,1769384014.472181,2,0,0,0,0
46,1769384025.8027997,2,0,0,0,0
47,1769384030.472679,2,2,2,0,0
48,1769384042.962501,2,2,0,2,0
49,1769384051.6409912,2,1,1,0,0
