crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769389275.9474514,2,0,0,0,0
1,1769389276.9879682,2,0,0,0,0
2,1769389289.947608,2,4,2,2,0
3,1769389310.0176432,2,1,1,0,0
4,1769389362.7571423,2,0,0,0,0
5,1769389379.1474147,2,5,4,0,1
6,1769389397.4380248,2,2,2,0,0
7,1769389406.1177306,2,1,1,0,0
8,1769389410.2380981,2,16,10,4,2
9,1769389510.2775805,2,1,1,0,0
10,1769389523.6074681,2,1,1,0,0
11,1769389541.4179683,2,7,7,0,0
12,1769389555.337841,2,15,14,1,0
13,1769389556.8373747,2,2,2,0,0
14,1769389558.1171439,2,1,1,0,0
15,1769389577.737754,2,7,4,2,1
16,1769389623.2395341,2,16,15,1,0
17,1769389629.9777164,2,1,1,0,0
18,1769389633.9172459,2,2,2,0,0
19,1769389651.6277783,2,10,10,0,0
20,1769389684.3874817,2,0,0,0,0
21,1769389698.3575277,2,0,0,0,0
22,1769389699.9374218,2,1,1,0,0
23,1769389714.9577606,2,7,7,0,0
24,1769389723.537364,2,1,1,0,0
25,1769389730.99784,2,5,5,0,0
26,1769389752.777515,2,1,1,0,0
27,1769389767.1172504,2,5,5,0,0
28,1769389767.8878505,2,1,1,0,0
29,1769389772.7679396,2,1,1,0,0
30,1769389824.8971589,2,12,11,1,0
31,1769389838.217702,2,9,6,3,0
32,1769389839.9308982,2,5,4,1,0
33,1769389850.4276462,2,5,4,1,0
34,1769389851.837726,2,2,2,0,0
35,1769389856.745422,2,7,6,0,1
36,1769389875.997742,2,0,0,0,0
37,1769389892.0373726,2,7,7,0,0
38,1769389912.7473414,2,11,11,0,0
39,1769389914.4980779,2,7,7,0,0
40,1769389925.475444,2,3,3,0,0
41,1769389930.727811,2,2,2,0,0
42,1769389952.2080557,2,3,2,1,0
43,1769389975.8575368,2,3,3,0,0
44,1769390018.3380747,2,1,1,0,0
45,1769390033.8171387,2,9,9,0,0
46,1769390098.3279355,2,0,0,0,0
47,1769390102.2481189,2,9,8,1,0
48,1769390136.297336,2,5,5,0,0
49,1769390173.678052,2,1,1,0,0
