crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769389297.8275666,2,0,0,0,0
1,1769389317.7472777,2,2,1,0,1
2,1769389339.878901,2,1,1,0,0
3,1769389347.4080822,2,0,0,0,0
4,1769389347.5774996,2,13,9,3,1
5,1769389353.327727,2,15,10,4,1
6,1769389385.018055,2,17,15,2,0
7,1769389395.8479097,2,5,5,0,0
8,1769389462.7580183,2,3,3,0,0
9,1769389489.1586173,2,17,17,0,0
10,1769389502.058002,2,3,3,0,0
11,1769389503.6372898,2,4,4,0,0
12,1769389517.7212954,2,3,3,0,0
13,1769389541.0273352,2,6,4,1,1
14,1769389576.9474185,2,0,0,0,0
15,1769389586.5288718,2,20,20,0,0
16,1769389590.2978501,2,1,1,0,0
17,1769389608.5278726,2,3,3,0,0
18,1769389651.387775,2,1,1,0,0
19,1769389698.8878813,2,10,10,0,0
20,1769389699.7690814,2,8,8,0,0
21,1769389702.3488915,2,4,4,0,0
22,1769389713.5274048,2,8,7,0,1
23,1769389729.207452,2,10,9,1,0
24,1769389730.3076031,2,9,8,1,0
25,1769389750.3671422,2,5,4,1,0
26,1769389777.1672504,2,0,0,0,0
27,1769389786.187275,2,2,2,0,0
28,1769389794.7673566,2,5,3,2,0
29,1769389809.1580124,2,1,1,0,0
30,1769389817.3875399,2,11,11,0,0
31,1769389824.7271469,2,1,1,0,0
32,1769389861.0574222,2,1,1,0,0
33,1769389901.6772242,2,5,5,0,0
34,1769389908.7575593,2,1,1,0,0
35,1769389919.687979,2,1,1,0,0
36,1769389919.9479709,2,4,4,0,0
37,1769389925.6679883,2,10,7,3,0
38,1769389981.3076375,2,1,1,0,0
39,1769389982.9772935,2,14,14,0,0
40,1769390027.50716,2,17,17,0,0
41,1769390032.2174275,2,1,1,0,0
42,1769390032.6280909,2,4,4,0,0
43,1769390047.5438604,2,1,1,0,0
44,1769390066.1077926,2,4,4,0,0
45,1769390082.5874567,2,0,0,0,0
46,1769390120.127152,2,1,1,0,0
47,1769390124.1979032,2,1,1,0,0
48,1769390177.3074408,2,1,1,0,0
49,1769390212.12773,2,7,7,0,0
