Vehicle ID,Coordenada X,Coordenada Y,Velocidade,Server Start,Server End
vehicle_114,7322,5506,0,12,20
vehicle_115,8735,3319,89,4,15
vehicle_116,10463,9124,37,30,16
vehicle_117,4266,6440,31,6,16
vehicle_12,7037,6557,92,13,15
vehicle_13,8115,8249,27,27,22
vehicle_14,8218,4814,49,16,3
vehicle_15,7412,5735,19,14,7
vehicle_16,7283,6085,18,17,5
vehicle_17,7411,6048,19,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6711,7471,24,8,33
vehicle_21,7155,6328,83,7,15
vehicle_210,9776,8748,83,29,1
vehicle_211,9739,8716,89,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9972,4668,60,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8764,2866,77,4,33
vehicle_216,10426,8841,17,30,13
vehicle_217,4283,6431,8,6,29
vehicle_22,6992,6668,71,13,2
vehicle_23,7325,7673,75,27,14
vehicle_24,6498,6298,97,16,8
vehicle_25,5360,7533,80,14,26
vehicle_26,6368,5751,89,17,16
vehicle_27,7391,5668,76,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4340,6401,49,7,6
vehicle_310,9767,8731,102,29,18
vehicle_311,9796,8761,86,29,20
vehicle_312,6339,7877,76,10,8
vehicle_313,9926,4684,56,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8749,2901,99,4,32
vehicle_316,10749,9124,32,30,28
vehicle_317,4234,6381,29,6,12
vehicle_32,9419,8421,91,13,27
vehicle_33,7235,7663,95,27,6
vehicle_34,6261,5260,89,16,19
vehicle_35,8535,7929,81,14,30
vehicle_36,7896,6878,85,17,22
vehicle_37,7312,6071,51,14,21
vehicle_38,7311,7226,57,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7190,6258,85,7,3
vehicle_410,9710,8690,96,29,19
vehicle_411,9697,8676,98,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,10036,4636,57,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8500,3545,91,4,9
vehicle_416,10477,9108,31,30,27
vehicle_417,4280,6393,30,6,16
vehicle_42,6993,6674,78,13,18
vehicle_43,7222,7655,91,27,23
vehicle_44,6255,5224,81,16,13
vehicle_45,8503,7919,82,14,24
vehicle_46,7143,6350,74,17,15
vehicle_48,9407,7442,56,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7174,6304,92,7,2
vehicle_110,9814,8772,89,29,34
vehicle_111,10222,9137,79,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9929,4680,62,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8714,3333,90,4,15
vehicle_116,10455,9133,46,30,16
vehicle_117,4257,6445,40,6,16
vehicle_12,7047,6534,88,13,15
vehicle_13,8108,8257,35,27,22
vehicle_14,8232,4817,52,16,3
vehicle_15,7405,5738,26,14,7
vehicle_16,7288,6080,27,17,5
vehicle_17,7418,6046,26,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6703,7466,31,8,33
vehicle_21,7165,6308,80,7,15
vehicle_210,9758,8733,84,29,1
vehicle_211,9720,8700,88,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9955,4672,61,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8759,2887,78,4,33
vehicle_216,10421,8837,23,30,13
vehicle_217,4279,6433,17,6,29
vehicle_22,7000,6649,72,13,2
vehicle_23,7305,7670,74,27,14
vehicle_24,6491,6325,100,16,8
vehicle_25,5338,7538,81,14,26
vehicle_26,6353,5732,89,17,16
vehicle_27,7384,5650,75,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4329,6407,46,7,6
vehicle_310,9744,8712,105,29,18
vehicle_311,9778,8746,82,29,20
vehicle_312,6324,7891,76,10,8
vehicle_313,9911,4690,55,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8744,2929,102,4,32
vehicle_316,10741,9121,30,30,28
vehicle_317,4225,6385,36,6,12
vehicle_32,9439,8437,91,13,27
vehicle_33,7208,7659,98,27,6
vehicle_34,6265,5285,89,16,19
vehicle_35,8556,7937,82,14,30
vehicle_36,7872,6876,85,17,22
vehicle_37,7329,6068,60,14,21
vehicle_38,7307,7237,40,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7199,6240,70,7,3
vehicle_410,9689,8673,97,29,19
vehicle_411,9677,8658,97,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,10024,4645,57,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8489,3567,89,4,9
vehicle_416,10474,9111,17,30,27
vehicle_417,4285,6402,36,6,16
vehicle_42,7001,6655,77,13,18
vehicle_43,7198,7650,88,27,23
vehicle_44,6259,5246,81,16,13
vehicle_45,8525,7926,82,14,24
vehicle_46,7153,6331,77,17,15
vehicle_48,9398,7429,56,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7186,6281,93,7,2
vehicle_110,9794,8755,92,29,34
vehicle_111,10205,9122,79,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9913,4686,61,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8693,3347,88,4,15
vehicle_116,10447,9143,45,30,16
vehicle_117,4246,6451,45,6,16
vehicle_12,7059,6512,89,13,15
vehicle_13,8100,8265,42,27,22
vehicle_14,8245,4819,49,16,3
vehicle_15,7396,5741,35,14,7
vehicle_16,7296,6076,33,17,5
vehicle_17,7427,6044,32,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6694,7461,39,8,33
vehicle_21,7175,6288,81,7,15
vehicle_210,9740,8717,85,29,1
vehicle_211,9701,8683,93,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9940,4676,57,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8754,2907,76,4,33
vehicle_216,10414,8833,30,30,13
vehicle_217,4273,6437,25,6,29
vehicle_22,7007,6631,72,13,2
vehicle_23,7284,7666,75,27,14
vehicle_24,6487,6352,97,16,8
vehicle_25,5316,7544,82,14,26
vehicle_26,6341,5710,88,17,16
vehicle_27,7376,5630,76,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4317,6413,48,7,6
vehicle_310,9723,8694,103,29,18
vehicle_311,9761,8731,82,29,20
vehicle_312,6309,7904,72,10,8
vehicle_313,9898,4698,57,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8749,2956,103,4,32
vehicle_316,10733,9116,35,30,28
vehicle_317,4214,6391,44,6,12
vehicle_32,9459,8453,93,13,27
vehicle_33,7182,7654,95,27,6
vehicle_34,6268,5309,88,16,19
vehicle_35,8578,7944,83,14,30
vehicle_36,7848,6875,87,17,22
vehicle_37,7345,6065,60,14,21
vehicle_38,7305,7243,24,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7206,6226,56,7,3
vehicle_410,9668,8656,96,29,19
vehicle_411,9656,8641,97,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,10011,4654,56,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8479,3589,88,4,9
vehicle_416,10470,9116,24,30,27
vehicle_417,4290,6410,32,6,16
vehicle_42,7009,6635,76,13,18
vehicle_43,7174,7646,90,27,23
vehicle_44,6262,5268,79,16,13
vehicle_45,8546,7933,82,14,24
vehicle_46,7162,6312,77,17,15
vehicle_48,9394,7415,55,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7196,6259,85,7,2
vehicle_110,9776,8739,88,29,34
vehicle_111,10189,9108,78,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9898,4694,60,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8673,3360,89,4,15
vehicle_116,10439,9152,45,30,16
vehicle_117,4234,6458,48,6,16
vehicle_12,7071,6490,90,13,15
vehicle_13,8092,8274,45,27,22
vehicle_14,8259,4819,52,16,3
vehicle_15,7385,5745,41,14,7
vehicle_16,7307,6072,41,17,5
vehicle_17,7437,6044,38,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6684,7454,46,8,33
vehicle_21,7185,6268,81,7,15
vehicle_210,9722,8702,86,29,1
vehicle_211,9682,8667,90,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9925,4681,59,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8750,2928,77,4,33
vehicle_216,10404,8833,37,30,13
vehicle_217,4265,6441,33,6,29
vehicle_22,7015,6613,71,13,2
vehicle_23,7263,7662,77,27,14
vehicle_24,6484,6379,100,16,8
vehicle_25,5294,7550,84,14,26
vehicle_26,6330,5689,86,17,16
vehicle_27,7368,5610,78,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4307,6418,41,7,6
vehicle_310,9701,8675,104,29,18
vehicle_311,9743,8716,84,29,20
vehicle_312,6293,7917,72,10,8
vehicle_313,9884,4707,59,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8761,2981,100,4,32
vehicle_316,10724,9109,40,30,28
vehicle_317,4204,6396,40,6,12
vehicle_32,9478,8469,91,13,27
vehicle_33,7157,7649,95,27,6
vehicle_34,6272,5332,85,16,19
vehicle_35,8599,7952,80,14,30
vehicle_36,7829,6884,84,17,22
vehicle_37,7362,6062,62,14,21
vehicle_38,7302,7251,30,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7211,6217,40,7,3
vehicle_410,9648,8638,97,29,19
vehicle_411,9636,8623,97,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9997,4661,58,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8469,3611,88,4,9
vehicle_416,10465,9122,29,30,27
vehicle_417,4292,6414,19,6,16
vehicle_42,7017,6615,76,13,18
vehicle_43,7150,7642,88,27,23
vehicle_44,6265,5290,82,16,13
vehicle_45,8568,7941,82,14,24
vehicle_46,7172,6294,75,17,15
vehicle_48,9390,7400,54,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7205,6242,69,7,2
vehicle_110,9757,8723,88,29,34
vehicle_111,10173,9094,77,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9885,4703,58,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8653,3374,87,4,15
vehicle_116,10430,9161,45,30,16
vehicle_117,4222,6464,48,6,16
vehicle_12,7083,6467,93,13,15
vehicle_13,8083,8283,45,27,22
vehicle_14,8273,4819,52,16,3
vehicle_15,7374,5749,42,14,7
vehicle_16,7321,6070,50,17,5
vehicle_17,7450,6043,44,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6674,7444,52,8,33
vehicle_21,7194,6249,74,7,15
vehicle_210,9705,8686,84,29,1
vehicle_211,9662,8650,92,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9910,4687,57,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8753,2949,78,4,33
vehicle_216,10392,8834,41,30,13
vehicle_217,4254,6447,42,6,29
vehicle_22,7022,6594,72,13,2
vehicle_23,7242,7658,77,27,14
vehicle_24,6484,6406,97,16,8
vehicle_25,5272,7556,83,14,26
vehicle_26,6321,5666,86,17,16
vehicle_27,7360,5591,74,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4301,6421,25,7,6
vehicle_310,9679,8656,103,29,18
vehicle_311,9726,8700,85,29,20
vehicle_312,6278,7931,74,10,8
vehicle_313,9871,4717,59,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8772,3006,100,4,32
vehicle_316,10714,9100,48,30,28
vehicle_317,4194,6401,42,6,12
vehicle_32,9497,8485,90,13,27
vehicle_33,7130,7645,96,27,6
vehicle_34,6276,5357,89,16,19
vehicle_35,8620,7959,80,14,30
vehicle_36,7830,6906,85,17,22
vehicle_37,7378,6059,61,14,21
vehicle_38,7298,7260,36,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7214,6211,24,7,3
vehicle_410,9628,8620,97,29,19
vehicle_411,9616,8606,95,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9982,4667,55,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8460,3634,88,4,9
vehicle_416,10458,9130,36,30,27
vehicle_417,4295,6418,17,6,16
vehicle_42,7025,6596,76,13,18
vehicle_43,7125,7637,91,27,23
vehicle_44,6269,5312,79,16,13
vehicle_45,8589,7948,81,14,24
vehicle_46,7182,6274,80,17,15
vehicle_48,9387,7385,55,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7212,6229,55,7,2
vehicle_110,9738,8707,91,29,34
vehicle_111,10156,9080,79,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9871,4713,61,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8633,3389,88,4,15
vehicle_116,10422,9171,45,30,16
vehicle_117,4210,6470,48,6,16
vehicle_12,7095,6446,89,13,15
vehicle_13,8073,8292,46,27,22
vehicle_14,8287,4818,49,16,3
vehicle_15,7363,5753,43,14,7
vehicle_16,7336,6067,56,17,5
vehicle_17,7464,6043,49,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6660,7437,57,8,33
vehicle_21,7201,6235,57,7,15
vehicle_210,9687,8671,86,29,1
vehicle_211,9643,8634,89,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9896,4695,58,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8762,2969,79,4,33
vehicle_216,10379,8832,48,30,13
vehicle_217,4243,6453,45,6,29
vehicle_22,7030,6575,73,13,2
vehicle_23,7222,7654,74,27,14
vehicle_24,6484,6433,97,16,8
vehicle_25,5249,7562,83,14,26
vehicle_26,6313,5642,90,17,16
vehicle_27,7353,5571,75,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4294,6421,27,7,6
vehicle_310,9657,8638,103,29,18
vehicle_311,9709,8685,82,29,20
vehicle_312,6262,7944,76,10,8
vehicle_313,9859,4727,58,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8784,3032,102,4,32
vehicle_316,10703,9090,56,30,28
vehicle_317,4183,6406,44,6,12
vehicle_32,9517,8502,91,13,27
vehicle_33,7105,7640,94,27,6
vehicle_34,6280,5380,85,16,19
vehicle_35,8641,7968,84,14,30
vehicle_36,7850,6917,84,17,22
vehicle_37,7395,6055,62,14,21
vehicle_38,7295,7271,41,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7215,6209,7,7,3
vehicle_410,9608,8603,95,29,19
vehicle_411,9596,8588,97,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9967,4672,59,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8450,3657,89,4,9
vehicle_416,10450,9139,44,30,27
vehicle_417,4301,6418,21,6,16
vehicle_42,7033,6576,79,13,18
vehicle_43,7101,7633,88,27,23
vehicle_44,6272,5335,83,16,13
vehicle_45,8609,7955,78,14,24
vehicle_46,7191,6257,69,17,15
vehicle_48,9383,7370,56,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7217,6219,38,7,2
vehicle_110,9720,8691,88,29,34
vehicle_111,10140,9066,77,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9858,4724,62,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8614,3403,87,4,15
vehicle_116,10413,9181,48,30,16
vehicle_117,4199,6477,47,6,16
vehicle_12,7105,6423,89,13,15
vehicle_13,8064,8300,45,27,22
vehicle_14,8301,4817,50,16,3
vehicle_15,7353,5757,41,14,7
vehicle_16,7353,6063,63,17,5
vehicle_17,7477,6043,48,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6644,7428,63,8,33
vehicle_21,7207,6225,41,7,15
vehicle_210,9669,8656,83,29,1
vehicle_211,9624,8617,92,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9883,4704,58,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8771,2989,78,4,33
vehicle_216,10364,8833,54,30,13
vehicle_217,4233,6458,43,6,29
vehicle_22,7037,6556,74,13,2
vehicle_23,7201,7651,75,27,14
vehicle_24,6483,6461,100,16,8
vehicle_25,5227,7568,82,14,26
vehicle_26,6306,5618,89,17,16
vehicle_27,7346,5553,70,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4289,6415,28,7,1
vehicle_310,9635,8619,106,29,18
vehicle_311,9691,8670,85,29,20
vehicle_312,6247,7958,75,10,8
vehicle_313,9847,4737,56,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8795,3058,100,4,32
vehicle_316,10691,9079,56,30,28
vehicle_317,4173,6411,42,6,12
vehicle_32,9536,8519,93,13,27
vehicle_33,7078,7635,98,27,6
vehicle_34,6284,5404,88,16,19
vehicle_35,8663,7976,83,14,30
vehicle_36,7873,6923,85,17,22
vehicle_37,7411,6048,61,14,21
vehicle_38,7290,7284,47,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7215,6209,1,7,3
vehicle_410,9588,8586,96,29,19
vehicle_411,9576,8571,96,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9952,4677,57,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8440,3679,90,4,9
vehicle_416,10441,9149,49,30,27
vehicle_417,4305,6416,17,6,16
vehicle_42,7041,6556,77,13,18
vehicle_43,7077,7628,88,27,23
vehicle_44,6276,5357,80,16,13
vehicle_45,8631,7964,83,14,24
vehicle_46,7197,6243,54,17,15
vehicle_48,9380,7356,50,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7219,6214,22,7,2
vehicle_110,9701,8674,91,29,34
vehicle_111,10123,9052,79,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9845,4734,60,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8597,3420,85,4,15
vehicle_116,10405,9190,46,30,16
vehicle_117,4187,6483,47,6,16
vehicle_12,7117,6401,92,13,15
vehicle_13,8056,8309,42,27,22
vehicle_14,8314,4814,49,16,3
vehicle_15,7342,5761,40,14,7
vehicle_16,7372,6060,69,17,5
vehicle_17,7486,6045,32,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6631,7413,68,8,33
vehicle_21,7210,6219,25,7,15
vehicle_210,9651,8641,84,29,1
vehicle_211,9605,8601,90,29,12
vehicle_212,6928,6892,0,10,21
vehicle_213,9869,4714,60,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8781,3009,81,4,33
vehicle_216,10350,8834,50,30,13
vehicle_217,4222,6464,44,6,29
vehicle_22,7045,6538,71,13,2
vehicle_23,7181,7647,74,27,14
vehicle_24,6485,6488,101,16,8
vehicle_25,5205,7574,82,14,26
vehicle_26,6299,5594,89,17,16
vehicle_27,7341,5539,55,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6957,7617,0,8,4
vehicle_31,4284,6407,35,7,1
vehicle_310,9614,8600,102,29,18
vehicle_311,9673,8655,82,29,20
vehicle_312,6231,7972,73,10,8
vehicle_313,9835,4747,56,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8802,3085,102,4,32
vehicle_316,10680,9069,54,30,28
vehicle_317,4162,6416,42,6,12
vehicle_32,9556,8536,92,13,27
vehicle_33,7052,7630,94,27,6
vehicle_34,6288,5428,86,16,19
vehicle_35,8684,7985,84,14,30
vehicle_36,7896,6927,85,17,22
vehicle_37,7429,6044,64,14,21
vehicle_38,7285,7298,54,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7215,6209,0,7,3
vehicle_410,9568,8568,96,29,19
vehicle_411,9556,8553,95,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9936,4681,58,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8429,3702,90,4,9
vehicle_416,10432,9159,47,30,27
vehicle_417,4311,6413,25,6,16
vehicle_42,7049,6536,76,13,18
vehicle_43,7052,7624,90,27,23
vehicle_44,6280,5379,81,16,13
vehicle_45,8652,7972,82,14,24
vehicle_46,7202,6233,40,17,15
vehicle_48,9378,7347,34,25,15
vehicle_49,6955,7615,0,8,5
vehicle_11,7220,6212,6,7,2
vehicle_110,9681,8658,91,29,34
vehicle_111,10107,9038,78,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9832,4745,61,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8581,3438,86,4,15
vehicle_116,10396,9200,47,30,16
vehicle_117,4175,6489,48,6,16
vehicle_12,7129,6378,91,13,15
vehicle_13,8047,8317,45,27,22
vehicle_14,8327,4812,49,16,3
vehicle_15,7331,5765,43,14,7
vehicle_16,7391,6053,71,17,5
vehicle_17,7495,6042,34,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6620,7395,75,8,33
vehicle_21,7211,6216,10,7,15
vehicle_210,9634,8626,84,29,1
vehicle_211,9589,8587,75,29,12
vehicle_212,6930,6893,7,10,21
vehicle_213,9857,4725,57,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8790,3029,78,4,33
vehicle_216,10336,8836,50,30,13
vehicle_217,4212,6470,43,6,29
vehicle_22,7055,6520,74,13,2
vehicle_23,7161,7644,73,27,14
vehicle_24,6487,6516,99,16,8
vehicle_25,5184,7580,79,14,26
vehicle_26,6292,5570,90,17,16
vehicle_27,7337,5528,42,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6958,7616,5,8,4
vehicle_31,4278,6396,44,7,1
vehicle_310,9592,8580,106,29,18
vehicle_311,9655,8641,84,29,20
vehicle_312,6216,7986,76,10,8
vehicle_313,9822,4758,58,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8804,3113,102,4,32
vehicle_316,10669,9059,55,30,28
vehicle_317,4151,6421,43,6,12
vehicle_32,9575,8553,94,13,27
vehicle_33,7030,7625,80,27,6
vehicle_34,6291,5451,85,16,19
vehicle_35,8706,7993,83,14,30
vehicle_36,7919,6931,85,17,22
vehicle_37,7446,6043,61,14,21
vehicle_38,7282,7309,42,25,7
vehicle_39,6949,7620,0,8,15
vehicle_41,7215,6209,0,7,3
vehicle_410,9548,8550,95,29,19
vehicle_411,9536,8535,96,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9921,4686,56,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8418,3723,88,4,9
vehicle_416,10424,9169,48,30,27
vehicle_417,4319,6408,33,6,16
vehicle_42,7060,6518,77,13,18
vehicle_43,7031,7619,77,27,23
vehicle_44,6283,5400,76,16,13
vehicle_45,8674,7981,84,14,24
vehicle_46,7206,6226,28,17,15
vehicle_48,9377,7343,17,25,15
vehicle_49,6956,7614,7,8,5
vehicle_11,7220,6212,2,7,2
vehicle_110,9662,8643,87,29,34
vehicle_111,10091,9023,79,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9820,4756,59,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8565,3456,88,4,15
vehicle_116,10387,9210,48,30,16
vehicle_117,4164,6493,47,6,16
vehicle_12,7140,6356,89,13,15
vehicle_13,8040,8324,35,27,22
vehicle_14,8340,4809,48,16,3
vehicle_15,7320,5769,42,14,7
vehicle_16,7409,6049,67,17,5
vehicle_17,7506,6037,43,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6608,7376,80,8,33
vehicle_21,7211,6216,2,7,15
vehicle_210,9616,8610,86,29,1
vehicle_211,9577,8576,60,29,12
vehicle_212,6933,6892,13,10,21
vehicle_213,9845,4735,59,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8798,3049,77,4,33
vehicle_216,10322,8837,51,30,13
vehicle_217,4200,6476,46,6,29
vehicle_22,7065,6502,73,13,2
vehicle_23,7141,7640,73,27,14
vehicle_24,6489,6543,98,16,8
vehicle_25,5167,7585,65,14,26
vehicle_26,6287,5546,89,17,16
vehicle_27,7329,5521,39,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6960,7614,11,8,4
vehicle_31,4272,6385,48,7,1
vehicle_310,9570,8561,106,29,18
vehicle_311,9638,8625,82,29,20
vehicle_312,6201,7999,72,10,8
vehicle_313,9811,4767,55,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8806,3140,99,4,32
vehicle_316,10658,9049,54,30,28
vehicle_317,4141,6427,43,6,12
vehicle_32,9594,8570,92,13,27
vehicle_33,7013,7621,64,27,6
vehicle_34,6294,5475,86,16,19
vehicle_35,8727,8002,81,14,30
vehicle_36,7942,6936,85,17,22
vehicle_37,7464,6043,64,14,21
vehicle_38,7279,7316,28,25,7
vehicle_39,6950,7619,6,8,15
vehicle_41,7215,6209,0,7,3
vehicle_410,9528,8533,96,29,19
vehicle_411,9516,8518,95,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9906,4693,59,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8405,3745,89,4,9
vehicle_416,10415,9179,47,30,27
vehicle_417,4329,6403,41,6,16
vehicle_42,7070,6498,79,13,18
vehicle_43,7015,7615,61,27,23
vehicle_44,6286,5417,61,16,13
vehicle_45,8696,7989,83,14,24
vehicle_46,7207,6224,12,17,15
vehicle_48,9375,7336,26,25,15
vehicle_49,6959,7611,14,8,5
vehicle_11,7220,6212,1,7,2
vehicle_110,9644,8626,90,29,34
vehicle_111,10074,9009,81,29,1
vehicle_112,6439,6822,0,10,34
vehicle_113,9807,4766,60,5,6
vehicle_114,7322,5506,0,12,20
vehicle_115,8550,3475,86,4,15
vehicle_116,10379,9219,44,30,16
vehicle_117,4158,6482,46,6,16
vehicle_12,7152,6334,92,13,15
vehicle_13,8036,8328,19,27,22
vehicle_14,8354,4806,48,16,3
vehicle_15,7310,5773,40,14,7
vehicle_16,7428,6044,68,17,5
vehicle_17,7519,6032,49,14,3
vehicle_18,8210,7176,0,25,30
vehicle_19,6595,7356,85,8,33
vehicle_21,7211,6215,2,7,15
vehicle_210,9600,8596,77,29,1
vehicle_211,9568,8568,45,29,12
vehicle_212,6935,6887,19,10,21
vehicle_213,9832,4745,58,5,9
vehicle_214,6390,5740,0,12,29
vehicle_215,8806,3069,76,4,33
vehicle_216,10308,8838,50,30,13
vehicle_217,4190,6481,43,6,29
vehicle_22,7074,6485,72,13,2
vehicle_23,7121,7636,75,27,14
vehicle_24,6492,6571,101,16,8
vehicle_25,5154,7589,48,14,26
vehicle_26,6283,5521,90,17,16
vehicle_27,7318,5518,40,14,18
vehicle_28,8207,7176,0,25,9
vehicle_29,6963,7611,18,8,4
vehicle_31,4267,6377,32,7,1
vehicle_310,9548,8542,103,29,18
vehicle_311,9621,8610,83,29,20
vehicle_312,6186,8013,75,10,8
vehicle_313,9799,4777,55,5,11
vehicle_314,7364,5882,0,12,8
vehicle_315,8811,3169,100,4,32
vehicle_316,10646,9039,55,30,28
vehicle_317,4133,6433,42,6,12
vehicle_32,9614,8587,93,13,27
vehicle_33,7000,7618,48,27,6
vehicle_34,6296,5499,87,16,19
vehicle_35,8747,8011,80,14,30
vehicle_36,7965,6941,84,17,22
vehicle_37,7479,6043,53,14,21
vehicle_38,7278,7320,13,25,7
vehicle_39,6953,7617,11,8,15
vehicle_41,7215,6209,0,7,3
vehicle_410,9508,8515,95,29,19
vehicle_411,9496,8501,97,29,13
vehicle_412,6442,6824,0,10,16
vehicle_413,9893,4700,55,5,28
vehicle_414,7357,5882,0,12,5
vehicle_415,8393,3767,90,4,9
vehicle_416,10406,9189,47,30,27
vehicle_417,4339,6398,41,6,16
vehicle_42,7080,6479,77,13,18
vehicle_43,7002,7612,47,27,23
vehicle_44,6288,5429,45,16,13
vehicle_45,8717,7998,82,14,24
vehicle_46,7208,6223,4,17,15
vehicle_48,9368,7331,31,25,15
vehicle_49,6962,7607,21,8,5
vehicle_11,7218,6210,0,7,2
vehicle_110,9625,8609,91,29,34
