Vehicle ID,Coordenada X,Coordenada Y,Velocidade,Server Start,Server End
vehicle_22,7362,5596,71,13,2
vehicle_220,7957,5531,42,3,11
vehicle_221,6684,6612,88,20,9
vehicle_222,7287,8125,84,22,19
vehicle_223,6968,8052,47,13,33
vehicle_224,7502,5383,27,21,29
vehicle_225,6316,5804,43,9,20
vehicle_23,6959,7202,0,27,10
vehicle_24,6720,7466,24,16,8
vehicle_25,6330,7265,84,14,26
vehicle_26,6108,4369,35,17,16
vehicle_27,7292,5193,22,14,11
vehicle_28,6621,6564,83,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8251,7846,95,7,30
vehicle_311,6509,6939,68,6,11
vehicle_312,3583,6076,129,31,16
vehicle_313,5810,6613,75,34,28
vehicle_314,9389,5067,70,23,5
vehicle_315,7195,3334,71,4,16
vehicle_316,9678,8664,90,30,6
vehicle_317,5713,6569,51,6,12
vehicle_318,7863,4842,91,15,4
vehicle_319,9963,8912,82,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7763,5545,29,3,6
vehicle_321,7639,5999,2,20,21
vehicle_322,7267,7863,71,22,20
vehicle_323,6760,8256,71,13,4
vehicle_324,7642,5192,42,21,1
vehicle_325,6214,5893,52,9,23
vehicle_33,6417,6882,90,27,6
vehicle_34,7410,5733,2,16,27
vehicle_35,9853,8784,81,14,30
vehicle_36,6925,7108,33,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7711,6166,57,5,25
vehicle_41,7878,4802,93,7,3
vehicle_410,2555,7985,44,7,33
vehicle_411,3559,5541,132,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,5893,6647,104,34,13
vehicle_414,6988,6224,13,23,27
vehicle_415,7399,5862,52,4,14
vehicle_416,8504,7939,88,30,4
vehicle_417,5759,6586,68,6,16
vehicle_418,6167,6721,86,15,1
vehicle_419,9904,8859,84,29,4
vehicle_42,7226,5310,40,13,18
vehicle_420,10017,4638,74,3,5
vehicle_421,7440,6586,84,20,30
vehicle_422,7280,7951,94,22,1
vehicle_423,6727,8396,62,13,18
vehicle_424,7486,5375,40,21,10
vehicle_425,6329,5839,52,9,7
vehicle_43,6941,6810,90,27,23
vehicle_44,6657,6589,83,16,13
vehicle_45,8378,7321,24,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9617,7654,43,14,24
vehicle_48,6488,6572,102,16,10
vehicle_49,7707,6186,35,5,30
vehicle_11,7864,4823,94,7,2
vehicle_110,6517,6084,83,7,18
vehicle_111,6858,6882,93,6,20
vehicle_112,5257,7550,92,31,2
vehicle_113,5838,6618,76,34,9
vehicle_114,7025,7457,89,23,29
vehicle_115,7301,5265,78,4,15
vehicle_116,9220,8293,96,30,17
vehicle_117,5751,6583,63,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9937,8884,83,29,19
vehicle_12,6942,6941,90,13,7
vehicle_120,7784,5535,48,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7225,7626,101,22,5
vehicle_123,6541,8771,69,13,22
vehicle_124,7659,5168,31,21,9
vehicle_125,6236,5851,46,9,28
vehicle_13,7242,7724,82,27,14
vehicle_14,8000,5490,49,16,17
vehicle_15,6931,7089,26,14,7
vehicle_16,8054,5407,44,17,5
vehicle_17,8070,5410,55,14,3
vehicle_18,6494,6599,100,16,7
vehicle_19,8066,4276,90,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7071,6491,104,7,19
vehicle_211,6504,6993,64,6,13
vehicle_212,5221,7563,92,31,20
vehicle_213,5799,6606,73,34,11
vehicle_214,7039,7389,74,23,8
vehicle_215,7405,5857,50,4,22
vehicle_216,8411,7914,100,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6505,7232,40,15,31
vehicle_219,9630,8622,92,29,32
vehicle_22,7355,5577,73,13,2
vehicle_220,7942,5531,51,3,11
vehicle_221,6664,6598,87,20,9
vehicle_222,7286,8102,83,22,19
vehicle_223,6957,8044,49,13,33
vehicle_224,7507,5386,22,21,29
vehicle_225,6310,5795,42,9,20
vehicle_23,6959,7202,0,27,10
vehicle_24,6725,7473,31,16,8
vehicle_25,6352,7259,80,14,26
vehicle_26,6097,4368,41,17,16
vehicle_27,7289,5186,29,14,11
vehicle_28,6639,6577,80,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8277,7853,95,7,30
vehicle_311,6506,6958,70,6,11
vehicle_312,3579,6041,127,31,16
vehicle_313,5829,6621,76,34,28
vehicle_314,9404,5055,69,23,5
vehicle_315,7179,3344,68,4,16
vehicle_316,9659,8648,90,30,6
vehicle_317,5728,6575,57,6,12
vehicle_318,7872,4819,90,15,4
vehicle_319,9946,8897,81,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7760,5554,34,3,6
vehicle_321,7640,5999,2,20,21
vehicle_322,7265,7841,78,22,20
vehicle_323,6766,8238,69,13,4
vehicle_324,7649,5183,41,21,1
vehicle_325,6221,5880,54,9,23
vehicle_33,6425,6861,78,27,6
vehicle_34,7410,5733,1,16,27
vehicle_35,9870,8799,82,14,30
vehicle_36,6924,7104,18,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7721,6181,64,5,25
vehicle_41,7886,4778,93,7,3
vehicle_410,2545,7980,41,7,33
vehicle_411,3561,5504,133,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,5920,6659,105,34,13
vehicle_414,6993,6227,22,23,27
vehicle_415,7395,5870,36,4,14
vehicle_416,8480,7935,88,30,4
vehicle_417,5777,6594,70,6,16
vehicle_418,6143,6717,87,15,1
vehicle_419,9886,8843,87,29,4
vehicle_42,7218,5302,42,13,18
vehicle_420,10034,4626,73,3,5
vehicle_421,7433,6608,83,20,30
vehicle_422,7277,7928,84,22,1
vehicle_423,6730,8380,61,13,18
vehicle_424,7493,5379,31,21,10
vehicle_425,6324,5826,52,9,7
vehicle_43,6945,6785,91,27,23
vehicle_44,6675,6602,79,16,13
vehicle_45,8373,7317,23,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9621,7642,46,14,24
vehicle_48,6491,6600,103,16,10
vehicle_49,7699,6193,40,5,30
vehicle_11,7872,4799,93,7,2
vehicle_110,6509,6062,83,7,18
vehicle_111,6881,6886,82,6,20
vehicle_112,5281,7543,89,31,2
vehicle_113,5858,6626,78,34,9
vehicle_114,7018,7481,90,23,29
vehicle_115,7284,5280,81,4,15
vehicle_116,9199,8278,94,30,17
vehicle_117,5769,6590,68,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9920,8869,83,29,19
vehicle_12,6941,6966,92,13,7
vehicle_120,7775,5537,31,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7220,7599,101,22,5
vehicle_123,6524,8779,67,13,22
vehicle_124,7660,5163,18,21,9
vehicle_125,6242,5839,47,9,28
vehicle_13,7238,7702,83,27,14
vehicle_14,7997,5504,51,16,17
vehicle_15,6923,7095,33,14,7
vehicle_16,8067,5410,48,17,5
vehicle_17,8086,5413,57,14,3
vehicle_18,6491,6627,101,16,7
vehicle_19,8058,4300,90,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7085,6465,105,7,19
vehicle_211,6507,7011,66,6,13
vehicle_212,5247,7556,97,31,20
vehicle_213,5817,6616,74,34,11
vehicle_214,7032,7410,80,23,8
vehicle_215,7400,5868,42,4,22
vehicle_216,8385,7906,99,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6492,7236,48,15,31
vehicle_219,9611,8605,91,29,32
vehicle_22,7348,5558,73,13,2
vehicle_220,7926,5533,60,3,11
vehicle_221,6644,6584,88,20,9
vehicle_222,7285,8079,85,22,19
vehicle_223,6946,8035,49,13,33
vehicle_224,7512,5386,20,21,29
vehicle_225,6299,5789,43,9,20
vehicle_23,6959,7202,0,27,10
vehicle_24,6721,7482,38,16,8
vehicle_25,6374,7254,82,14,26
vehicle_26,6085,4364,46,17,16
vehicle_27,7285,5176,38,14,11
vehicle_28,6657,6590,82,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8303,7860,98,7,30
vehicle_311,6504,6977,67,6,11
vehicle_312,3575,6006,126,31,16
vehicle_313,5848,6629,73,34,28
vehicle_314,9401,5039,66,23,5
vehicle_315,7162,3354,70,4,16
vehicle_316,9641,8632,88,30,6
vehicle_317,5744,6581,60,6,12
vehicle_318,7880,4795,91,15,4
vehicle_319,9930,8882,81,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7750,5562,41,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7262,7818,83,22,20
vehicle_323,6772,8220,69,13,4
vehicle_324,7653,5176,30,21,1
vehicle_325,6229,5866,55,9,23
vehicle_33,6431,6845,61,27,6
vehicle_34,7410,5733,0,16,27
vehicle_35,9887,8814,84,14,30
vehicle_36,6918,7102,22,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7734,6194,65,5,25
vehicle_41,7895,4753,97,7,3
vehicle_410,2533,7977,47,7,33
vehicle_411,3564,5467,133,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,5947,6670,103,34,13
vehicle_414,7001,6231,31,23,27
vehicle_415,7392,5875,19,4,14
vehicle_416,8456,7928,88,30,4
vehicle_417,5797,6601,77,6,16
vehicle_418,6120,6714,85,15,1
vehicle_419,9868,8827,86,29,4
vehicle_42,7209,5295,42,13,18
vehicle_420,10049,4612,73,3,5
vehicle_421,7427,6631,85,20,30
vehicle_422,7270,7908,71,22,1
vehicle_423,6733,8364,58,13,18
vehicle_424,7499,5382,25,21,10
vehicle_425,6319,5813,50,9,7
vehicle_43,6954,6761,92,27,23
vehicle_44,6693,6614,79,16,13
vehicle_45,8366,7312,31,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9625,7630,47,14,24
vehicle_48,6487,6629,104,16,10
vehicle_49,7689,6202,46,5,30
vehicle_11,7881,4774,94,7,2
vehicle_110,6502,6040,83,7,18
vehicle_111,6899,6888,66,6,20
vehicle_112,5307,7537,93,31,2
vehicle_113,5878,6634,79,34,9
vehicle_114,7011,7505,90,23,29
vehicle_115,7276,5299,80,4,15
vehicle_116,9177,8263,97,30,17
vehicle_117,5788,6598,74,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9903,8854,82,29,19
vehicle_12,6939,6991,91,13,7
vehicle_120,7768,5538,28,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7216,7571,100,22,5
vehicle_123,6507,8788,69,13,22
vehicle_124,7657,5159,19,21,9
vehicle_125,6248,5827,49,9,28
vehicle_13,7235,7678,84,27,14
vehicle_14,7995,5514,37,16,17
vehicle_15,6914,7097,34,14,7
vehicle_16,8081,5412,51,17,5
vehicle_17,8100,5415,53,14,3
vehicle_18,6486,6655,101,16,7
vehicle_19,8050,4323,89,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7098,6439,105,7,19
vehicle_211,6510,7028,64,6,13
vehicle_212,5272,7549,94,31,20
vehicle_213,5836,6624,74,34,11
vehicle_214,7026,7434,89,23,8
vehicle_215,7396,5874,26,4,22
vehicle_216,8359,7898,98,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6478,7240,53,15,31
vehicle_219,9592,8589,92,29,32
vehicle_22,7341,5539,72,13,2
vehicle_220,7908,5533,65,3,11
vehicle_221,6624,6570,88,20,9
vehicle_222,7284,8056,83,22,19
vehicle_223,6936,8027,47,13,33
vehicle_224,7517,5383,18,21,29
vehicle_225,6288,5789,43,9,20
vehicle_23,6959,7202,0,27,10
vehicle_24,6715,7490,35,16,8
vehicle_25,6396,7248,82,14,26
vehicle_26,6073,4358,49,17,16
vehicle_27,7279,5166,42,14,11
vehicle_28,6677,6603,84,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8329,7867,97,7,30
vehicle_311,6505,6996,68,6,11
vehicle_312,3572,5971,129,31,16
vehicle_313,5867,6637,77,34,28
vehicle_314,9391,5023,69,23,5
vehicle_315,7146,3365,71,4,16
vehicle_316,9622,8616,90,30,6
vehicle_317,5760,6587,64,6,12
vehicle_318,7889,4771,91,15,4
vehicle_319,9913,8867,83,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7739,5565,42,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7257,7795,86,22,20
vehicle_323,6778,8202,67,13,4
vehicle_324,7656,5171,20,21,1
vehicle_325,6235,5853,53,9,23
vehicle_33,6435,6834,45,27,6
vehicle_34,7410,5733,0,16,27
vehicle_35,9904,8829,81,14,30
vehicle_36,6910,7104,29,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7743,6211,69,5,25
vehicle_41,7904,4728,95,7,3
vehicle_410,2518,7975,55,7,33
vehicle_411,3568,5431,131,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,5973,6680,103,34,13
vehicle_414,7010,6236,37,23,27
vehicle_415,7392,5876,3,4,14
vehicle_416,8433,7920,87,30,4
vehicle_417,5817,6609,79,6,16
vehicle_418,6096,6710,86,15,1
vehicle_419,9850,8811,88,29,4
vehicle_42,7199,5288,42,13,18
vehicle_420,10064,4598,76,3,5
vehicle_421,7424,6655,87,20,30
vehicle_422,7269,7889,69,22,1
vehicle_423,6735,8347,61,13,18
vehicle_424,7505,5385,22,21,10
vehicle_425,6314,5799,54,9,7
vehicle_43,6964,6738,88,27,23
vehicle_44,6711,6627,79,16,13
vehicle_45,8357,7305,38,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9629,7618,44,14,24
vehicle_48,6483,6657,104,16,10
vehicle_49,7680,6211,47,5,30
vehicle_11,7890,4750,93,7,2
vehicle_110,6495,6018,85,7,18
vehicle_111,6912,6890,50,6,20
vehicle_112,5331,7530,89,31,2
vehicle_113,5896,6641,69,34,9
vehicle_114,7003,7530,90,23,29
vehicle_115,7279,5321,79,4,15
vehicle_116,9155,8250,94,30,17
vehicle_117,5809,6606,78,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9886,8838,84,29,19
vehicle_12,6938,7017,92,13,7
vehicle_120,7763,5544,28,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7213,7544,100,22,5
vehicle_123,6491,8798,68,13,22
vehicle_124,7654,5156,15,21,9
vehicle_125,6253,5814,50,9,28
vehicle_13,7230,7656,83,27,14
vehicle_14,7994,5520,21,16,17
vehicle_15,6903,7098,41,14,7
vehicle_16,8094,5414,49,17,5
vehicle_17,8115,5418,55,14,3
vehicle_18,6479,6678,85,16,7
vehicle_19,8042,4346,87,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7111,6413,104,7,19
vehicle_211,6515,7046,66,6,13
vehicle_212,5297,7543,94,31,20
vehicle_213,5855,6632,73,34,11
vehicle_214,7018,7460,97,23,8
vehicle_215,7395,5877,10,4,22
vehicle_216,8332,7891,100,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6462,7244,59,15,31
vehicle_219,9573,8572,91,29,32
vehicle_22,7334,5520,71,13,2
vehicle_220,7889,5533,67,3,11
vehicle_221,6603,6556,89,20,9
vehicle_222,7284,8032,86,22,19
vehicle_223,6925,8018,50,13,33
vehicle_224,7523,5381,19,21,29
vehicle_225,6278,5789,36,9,20
vehicle_23,6959,7202,0,27,10
vehicle_24,6706,7498,44,16,8
vehicle_25,6419,7245,83,14,26
vehicle_26,6063,4349,47,17,16
vehicle_27,7273,5156,43,14,11
vehicle_28,6695,6616,82,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8355,7874,96,7,30
vehicle_311,6508,7015,69,6,11
vehicle_312,3569,5936,126,31,16
vehicle_313,5886,6645,74,34,28
vehicle_314,9382,5006,68,23,5
vehicle_315,7130,3375,68,4,16
vehicle_316,9603,8599,90,30,6
vehicle_317,5778,6594,70,6,12
vehicle_318,7897,4748,88,15,4
vehicle_319,9896,8852,82,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7732,5565,26,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7253,7771,87,22,20
vehicle_323,6784,8184,67,13,4
vehicle_324,7659,5167,17,21,1
vehicle_325,6242,5840,54,9,23
vehicle_33,6438,6826,29,27,6
vehicle_34,7410,5733,0,16,27
vehicle_35,9921,8844,80,14,30
vehicle_36,6901,7105,35,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7750,6228,67,5,25
vehicle_41,7913,4704,92,7,3
vehicle_410,2501,7974,62,7,33
vehicle_411,3572,5394,132,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,6002,6687,105,34,13
vehicle_414,7020,6242,42,23,27
vehicle_415,7392,5876,0,4,14
vehicle_416,8410,7913,88,30,4
vehicle_417,5837,6617,78,6,16
vehicle_418,6073,6707,86,15,1
vehicle_419,9832,8796,86,29,4
vehicle_42,7189,5283,41,13,18
vehicle_420,10079,4585,72,3,5
vehicle_421,7422,6679,84,20,30
vehicle_422,7268,7867,77,22,1
vehicle_423,6738,8330,61,13,18
vehicle_424,7509,5387,18,21,10
vehicle_425,6303,5790,52,9,7
vehicle_43,6973,6715,89,27,23
vehicle_44,6729,6639,79,16,13
vehicle_45,8348,7297,45,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9633,7606,47,14,24
vehicle_48,6481,6686,103,16,10
vehicle_49,7670,6220,46,5,30
vehicle_11,7898,4725,93,7,2
vehicle_110,6490,5995,84,7,18
vehicle_111,6922,6891,34,6,20
vehicle_112,5356,7524,93,31,2
vehicle_113,5910,6647,55,34,9
vehicle_114,6998,7550,75,23,29
vehicle_115,7286,5341,79,4,15
vehicle_116,9132,8236,96,30,17
vehicle_117,5828,6614,76,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9868,8823,84,29,19
vehicle_12,6937,7039,80,13,7
vehicle_120,7760,5554,35,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7213,7515,102,22,5
vehicle_123,6475,8810,70,13,22
vehicle_124,7653,5155,5,21,9
vehicle_125,6256,5802,45,9,28
vehicle_126,6848,7747,0,11,22
vehicle_13,7226,7633,83,27,14
vehicle_14,7991,5527,27,16,17
vehicle_15,6890,7100,49,14,7
vehicle_16,8109,5417,52,17,5
vehicle_17,8130,5421,54,14,3
vehicle_18,6472,6703,94,16,7
vehicle_19,8035,4369,87,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7124,6387,105,7,19
vehicle_211,6520,7063,65,6,13
vehicle_212,5323,7536,96,31,20
vehicle_213,5875,6640,76,34,11
vehicle_214,7010,7485,95,23,8
vehicle_215,7395,5877,1,4,22
vehicle_216,8306,7884,97,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6444,7248,67,15,31
vehicle_219,9554,8555,92,29,32
vehicle_22,7330,5500,72,13,2
vehicle_220,7871,5532,64,3,11
vehicle_221,6583,6543,87,20,9
vehicle_222,7283,8009,83,22,19
vehicle_223,6915,8009,49,13,33
vehicle_224,7528,5378,21,21,29
vehicle_225,6272,5789,19,9,20
vehicle_226,6757,7643,0,11,18
vehicle_23,6959,7202,0,27,10
vehicle_24,6697,7508,50,16,8
vehicle_25,6441,7239,83,14,26
vehicle_26,6055,4339,47,17,16
vehicle_27,7266,5147,41,14,11
vehicle_28,6714,6629,80,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8381,7881,98,7,30
vehicle_311,6511,7033,67,6,11
vehicle_312,3566,5900,128,31,16
vehicle_313,5905,6652,73,34,28
vehicle_314,9373,4990,67,23,5
vehicle_315,7113,3384,69,4,16
vehicle_316,9585,8583,88,30,6
vehicle_317,5799,6602,79,6,12
vehicle_318,7905,4725,90,15,4
vehicle_319,9878,8836,84,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7727,5569,23,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7247,7748,87,22,20
vehicle_323,6789,8167,67,13,4
vehicle_324,7660,5163,17,21,1
vehicle_325,6248,5826,53,9,23
vehicle_326,6752,7809,0,11,25
vehicle_33,6439,6823,13,27,6
vehicle_34,7410,5733,0,16,27
vehicle_35,9938,8860,83,14,30
vehicle_36,6890,7106,40,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7757,6245,67,5,25
vehicle_41,7919,4683,77,7,3
vehicle_410,2484,7974,61,7,33
vehicle_411,3576,5358,133,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,6031,6691,104,34,13
vehicle_414,7031,6249,47,23,27
vehicle_415,7392,5876,0,4,14
vehicle_416,8388,7906,85,30,4
vehicle_417,5858,6626,80,6,16
vehicle_418,6050,6703,83,15,1
vehicle_419,9813,8780,88,29,4
vehicle_42,7179,5277,42,13,18
vehicle_420,10094,4571,72,3,5
vehicle_421,7420,6702,83,20,30
vehicle_422,7265,7844,84,22,1
vehicle_423,6742,8314,59,13,18
vehicle_424,7514,5385,18,21,10
vehicle_425,6291,5789,43,9,7
vehicle_43,6982,6692,88,27,23
vehicle_44,6748,6652,81,16,13
vehicle_45,8339,7285,52,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9636,7594,43,14,24
vehicle_48,6477,6714,104,16,10
vehicle_49,7661,6229,47,5,30
vehicle_11,7906,4701,91,7,2
vehicle_110,6481,5972,87,7,18
vehicle_111,6927,6892,18,6,20
vehicle_112,5380,7517,91,31,2
vehicle_113,5923,6648,48,34,9
vehicle_114,6994,7566,60,23,29
vehicle_115,7294,5362,81,4,15
vehicle_116,9109,8222,96,30,17
vehicle_117,5849,6622,81,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9851,8809,80,29,19
vehicle_12,6935,7057,64,13,7
vehicle_120,7750,5562,43,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7216,7487,101,22,5
vehicle_123,6461,8821,66,13,22
vehicle_124,7653,5155,0,21,9
vehicle_125,6258,5795,29,9,28
vehicle_126,6847,7749,5,11,22
vehicle_13,7222,7611,81,27,14
vehicle_14,7985,5532,32,16,17
vehicle_15,6874,7102,55,14,7
vehicle_16,8122,5419,50,17,5
vehicle_17,8145,5424,56,14,3
vehicle_18,6468,6729,97,16,7
vehicle_19,8027,4393,89,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7138,6361,106,7,19
vehicle_211,6528,7079,64,6,13
vehicle_212,5348,7529,94,31,20
vehicle_213,5894,6647,74,34,11
vehicle_214,7002,7511,98,23,8
vehicle_215,7395,5877,0,4,22
vehicle_216,8280,7877,99,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6424,7254,73,15,31
vehicle_219,9534,8538,93,29,32
vehicle_22,7324,5480,72,13,2
vehicle_220,7853,5532,65,3,11
vehicle_221,6563,6529,89,20,9
vehicle_222,7283,7984,87,22,19
vehicle_223,6905,8000,49,13,33
vehicle_224,7529,5373,19,21,29
vehicle_225,6271,5789,6,9,20
vehicle_226,6758,7644,6,11,18
vehicle_23,6959,7202,0,27,10
vehicle_24,6686,7520,58,16,8
vehicle_25,6463,7234,82,14,26
vehicle_26,6049,4327,49,17,16
vehicle_27,7259,5138,40,14,11
vehicle_28,6732,6641,80,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8407,7889,99,7,30
vehicle_311,6516,7051,65,6,11
vehicle_312,3563,5865,127,31,16
vehicle_313,5924,6660,73,34,28
vehicle_314,9364,4973,69,23,5
vehicle_315,7096,3393,70,4,16
vehicle_316,9566,8566,90,30,6
vehicle_317,5818,6610,75,6,12
vehicle_318,7913,4703,82,15,4
vehicle_319,9861,8821,82,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7725,5577,28,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7242,7724,88,22,20
vehicle_323,6796,8148,70,13,4
vehicle_324,7659,5162,5,21,1
vehicle_325,6253,5814,49,9,23
vehicle_326,6753,7808,5,11,25
vehicle_33,6439,6822,1,27,6
vehicle_34,7410,5733,0,16,27
vehicle_35,9955,8875,83,14,30
vehicle_36,6878,7108,45,17,31
vehicle_38,7364,5882,0,16,26
vehicle_39,7764,6262,65,5,25
vehicle_41,7925,4667,61,7,3
vehicle_410,2468,7972,59,7,33
vehicle_411,3582,5321,133,6,16
vehicle_412,3793,6240,0,31,6
vehicle_413,6059,6695,101,34,13
vehicle_414,7043,6255,48,23,27
vehicle_415,7392,5876,0,4,14
vehicle_416,8364,7900,87,30,4
vehicle_417,5879,6634,81,6,16
vehicle_418,6026,6700,85,15,1
vehicle_419,9795,8764,86,29,4
vehicle_42,7169,5271,44,13,18
vehicle_420,10105,4561,55,3,5
vehicle_421,7419,6726,86,20,30
vehicle_422,7262,7819,90,22,1
vehicle_423,6746,8298,59,13,18
vehicle_424,7519,5382,19,21,10
vehicle_425,6283,5789,30,9,7
vehicle_43,6991,6670,88,27,23
vehicle_44,6766,6665,80,16,13
vehicle_45,8329,7272,60,14,17
vehicle_46,6390,5740,0,17,34
vehicle_47,9640,7582,45,14,24
vehicle_48,6473,6739,90,16,10
vehicle_49,7653,6237,38,5,30
vehicle_11,7913,4681,77,7,2
vehicle_110,6473,5950,85,7,18
vehicle_111,6928,6892,4,6,20
vehicle_112,5405,7511,94,31,2
vehicle_113,5935,6643,47,34,9
vehicle_114,6991,7578,46,23,29
vehicle_115,7302,5382,78,4,15
vehicle_116,9087,8209,94,30,17
vehicle_117,5870,6631,81,6,16
vehicle_118,6981,7589,0,15,11
vehicle_119,9834,8793,84,29,19
vehicle_12,6935,7070,48,13,7
vehicle_120,7739,5565,41,3,31
vehicle_121,7383,5916,0,20,16
vehicle_122,7221,7459,103,22,5
vehicle_123,6446,8833,67,13,22
vehicle_124,7653,5155,0,21,9
vehicle_125,6264,5788,32,9,28
vehicle_126,6844,7751,12,11,22
vehicle_13,7218,7588,84,27,14
vehicle_14,7977,5532,30,16,17
vehicle_15,6857,7105,62,14,7
vehicle_16,8137,5422,52,17,5
vehicle_17,8160,5427,55,14,3
vehicle_18,6464,6751,80,16,7
vehicle_19,8019,4415,87,5,8
vehicle_21,7401,6051,0,7,3
vehicle_210,7151,6335,106,7,19
vehicle_211,6534,7096,64,6,13
vehicle_212,5374,7522,94,31,20
vehicle_213,5913,6655,74,34,11
vehicle_214,6996,7533,84,23,8
vehicle_215,7395,5877,0,4,22
vehicle_216,8254,7870,98,30,7
vehicle_217,5479,6474,0,6,29
vehicle_218,6403,7259,81,15,31
vehicle_219,9515,8521,92,29,32
vehicle_22,7317,5461,75,13,2
vehicle_220,7835,5531,67,3,11
vehicle_221,6544,6515,87,20,9
vehicle_222,7282,7960,87,22,19
vehicle_223,6895,7991,47,13,33
vehicle_224,7529,5365,26,21,29
vehicle_225,6270,5789,0,9,20
vehicle_226,6761,7646,14,11,18
vehicle_23,6959,7202,0,27,10
vehicle_24,6673,7533,66,16,8
vehicle_25,6485,7228,80,14,26
vehicle_26,6046,4313,50,17,16
vehicle_27,7250,5131,42,14,11
vehicle_28,6751,6654,84,16,17
vehicle_29,7640,6249,0,5,11
vehicle_31,3790,6247,0,7,19
vehicle_310,8433,7897,98,7,30
vehicle_311,6522,7069,70,6,11
vehicle_312,3560,5830,125,31,16
vehicle_313,5943,6668,76,34,28
vehicle_314,9354,4957,68,23,5
vehicle_315,7079,3403,70,4,16
vehicle_316,9547,8550,90,30,6
vehicle_317,5839,6618,81,6,12
vehicle_318,7919,4685,68,15,4
vehicle_319,9844,8807,80,29,19
vehicle_32,9958,8918,0,13,7
vehicle_320,7722,5587,37,3,6
vehicle_321,7640,5999,0,20,21
vehicle_322,7238,7699,90,22,20
vehicle_323,6802,8130,68,13,4
vehicle_324,7658,5161,4,21,1
vehicle_325,6256,5805,33,9,23
vehicle_326,6756,7806,13,11,25
